,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.89,0.26,0.2,0.25,0.17,0.11,0.18,0.38,0.19,0.17,0.18,0.15,0.2,0.11,0.16,0.05
f_1,0.4,0.89,0.21,0.19,0.17,0.1,0.18,0.2,0.21,0.17,0.19,0.08,0.17,0.12,0.15,0.09
d_1,0.23,0.27,0.9,0.19,0.14,0.13,0.22,0.1,0.37,0.13,0.23,0.17,0.17,0.13,0.17,0.11
c_1,0.21,0.22,0.18,0.89,0.35,0.13,0.16,0.22,0.08,0.14,0.11,0.14,0.19,0.09,0.15,0.12
b_1,0.21,0.18,0.23,0.2,0.88,0.26,0.19,0.19,0.19,0.14,0.09,0.15,0.17,0.11,0.16,0.11
a_1,0.2,0.2,0.25,0.24,0.18,0.88,0.23,0.19,0.21,0.15,0.2,0.18,0.2,0.09,0.15,0.13
h_1,0.22,0.37,0.33,0.23,0.21,0.13,0.58,0.24,0.26,0.28,0.21,0.16,0.11,0.15,0.25,0.14
d_0,0.25,0.29,0.16,0.47,0.26,0.14,0.24,0.45,0.17,0.23,0.2,0.18,0.24,0.11,0.2,0.14
c_0,0.25,0.29,0.31,0.17,0.2,0.16,0.27,0.25,0.46,0.22,0.47,0.2,0.21,0.21,0.21,0.15
g_1,0.29,0.26,0.37,0.22,0.19,0.12,0.22,0.24,0.24,0.57,0.23,0.31,0.19,0.13,0.13,0.16
b_0,0.29,0.29,0.27,0.25,0.15,0.11,0.25,0.24,0.28,0.23,0.47,0.21,0.29,0.34,0.2,0.15
f_0,0.23,0.2,0.29,0.27,0.26,0.18,0.31,0.23,0.23,0.2,0.27,0.44,0.25,0.17,0.23,0.3
h_0,0.28,0.39,0.29,0.23,0.21,0.13,0.15,0.24,0.25,0.27,0.2,0.19,0.16,0.16,0.26,0.11
a_0,0.3,0.24,0.28,0.27,0.23,0.09,0.3,0.24,0.26,0.24,0.26,0.18,0.27,0.43,0.22,0.13
g_0,0.26,0.22,0.5,0.25,0.22,0.1,0.22,0.21,0.25,0.12,0.24,0.31,0.2,0.13,0.14,0.13
e_0,0.16,0.29,0.32,0.24,0.22,0.18,0.32,0.22,0.27,0.23,0.24,0.22,0.28,0.17,0.25,0.36
