,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.45,1.46,1.04,1.6,1.28,1.15,5.43,11.06,6.02,4.47,7.47,6.53,10.95,7.71,9.13,3.39
f_1,2.32,5.61,1.29,1.14,1.25,1.24,4.4,5.61,5.36,3.57,6.06,2.45,7.7,6.12,6.8,3.47
d_1,1.24,1.36,6.46,1.03,1.04,1.25,4.89,2.29,12.29,5.88,6.92,8.18,10.45,6.19,10.77,7.22
c_1,1.23,1.34,1.31,6.96,2.25,1.02,4.62,6.15,1.71,3.93,4.11,6.8,7.26,7.14,9.04,7.2
b_1,1.17,1.55,1.29,1.14,7.94,2.53,4.41,6.34,6.41,4.32,2.37,4.77,9.05,4.3,8.36,6.84
a_1,1.16,1.45,1.36,1.47,1.23,10.89,4.94,6.27,5.24,5.12,5.39,5.68,9.54,2.56,9.74,7.88
h_1,1.4,2.22,1.51,1.54,1.56,1.58,14.98,7.59,6.69,8.04,7.25,7.72,7.16,6.07,15.44,7.88
d_0,1.67,1.46,0.93,3.1,1.7,1.43,5.48,13.98,5.82,5.38,7.44,8.15,11.85,6.8,11.08,7.57
c_0,1.67,1.74,1.76,1.0,1.23,1.75,6.65,7.98,15.45,5.61,15.33,9.91,13.32,10.04,12.23,7.43
g_1,1.55,1.15,2.53,1.73,1.22,1.17,5.24,6.94,7.99,22.33,7.63,13.94,9.98,7.28,4.66,9.09
b_0,1.54,1.68,2.09,1.68,0.98,1.21,6.09,6.68,6.98,6.2,18.04,8.63,13.15,16.61,13.3,8.55
f_0,1.04,0.82,1.95,1.94,2.16,1.72,5.5,7.74,8.02,7.01,8.31,19.52,13.11,7.77,12.27,21.15
h_0,1.41,2.3,1.76,1.79,1.35,1.71,2.7,7.52,7.12,7.88,9.18,5.84,6.12,6.71,15.19,8.34
a_0,1.6,1.6,2.0,1.72,1.9,0.77,6.6,8.55,7.28,5.83,8.13,8.04,12.41,25.42,9.83,7.54
g_0,0.97,1.25,2.76,1.81,1.89,1.49,5.5,6.21,7.75,3.22,8.18,13.84,12.15,8.63,8.13,11.29
e_0,0.69,2.0,1.51,2.0,1.83,1.97,5.83,8.09,6.54,5.09,6.32,9.27,13.42,6.52,10.85,27.33
