,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.91,2.32,2.0,2.71,2.37,2.21,7.16,8.33,9.25,17.82,9.97,11.34,16.7,11.31,6.82,17.92
f_1,3.71,6.05,2.03,2.25,2.01,1.97,7.54,7.19,8.99,9.92,9.84,5.93,13.95,8.89,7.97,12.74
d_1,2.01,2.41,6.74,1.65,1.83,2.57,9.19,8.66,19.05,6.16,12.58,11.36,16.39,13.95,12.0,19.87
c_1,1.85,2.14,2.08,7.13,4.38,2.04,7.25,7.57,4.67,10.88,7.37,9.57,14.12,8.42,12.37,13.19
b_1,2.14,2.31,1.95,2.18,7.6,4.26,7.53,7.65,9.31,10.71,6.78,9.87,14.73,8.37,12.37,13.31
a_1,2.38,2.07,2.39,2.28,1.99,10.6,10.43,8.07,11.59,11.47,11.82,11.05,17.6,8.2,13.33,15.04
h_1,2.49,3.11,2.88,2.27,1.87,2.32,18.47,10.74,11.54,10.05,10.61,12.93,12.13,11.94,11.03,23.46
g_1,2.15,1.98,3.59,2.36,2.16,2.64,8.36,19.82,12.38,9.67,11.94,19.89,16.19,10.6,14.04,12.03
c_0,2.39,2.81,2.87,1.89,1.93,2.3,10.23,9.21,19.11,10.69,20.53,12.37,17.8,16.77,14.29,21.67
d_0,2.36,2.71,1.57,4.61,2.71,2.29,9.22,8.09,7.11,17.37,9.68,10.94,16.92,9.31,11.23,15.63
b_0,2.45,2.47,3.08,2.58,1.77,1.64,10.36,9.39,12.09,10.61,21.15,12.38,20.48,25.55,11.77,20.57
f_0,1.93,2.3,2.72,2.75,2.34,2.42,10.08,10.15,12.69,12.71,13.02,21.2,19.09,13.45,25.6,18.79
h_0,2.47,3.5,2.63,2.3,2.07,1.81,7.37,12.46,10.63,11.74,11.95,10.79,15.15,15.41,12.76,22.3
a_0,2.49,2.65,2.77,2.6,1.97,1.87,10.55,10.68,14.0,12.93,12.17,12.47,18.2,25.19,14.18,21.5
e_0,1.6,3.07,2.83,2.9,2.5,2.58,11.03,9.68,10.93,11.33,11.77,9.54,18.31,9.6,27.52,17.8
g_0,1.89,2.22,4.1,2.52,2.15,2.53,8.71,8.72,12.29,9.74,13.48,17.08,16.88,13.64,13.39,15.35
