,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,1.37,1.21,1.49,1.1,1.09,0.56,0.71,0.59,0.56,0.61,1.1,0.46,0.55,0.5,0.54
e_1,0.84,0.42,1.45,1.34,1.5,1.31,0.62,0.79,0.62,0.62,0.63,0.77,0.49,0.73,1.41,0.4
d_1,1.44,1.44,0.4,1.35,1.31,1.19,0.68,0.48,1.37,0.59,0.58,0.49,0.44,0.52,0.59,0.33
c_1,1.22,1.12,1.63,0.4,1.72,1.27,0.75,0.65,0.37,0.93,0.52,0.57,0.43,0.49,0.49,0.52
b_1,1.59,1.3,1.29,0.71,0.37,1.71,0.83,0.8,0.63,0.73,1.2,0.58,0.52,0.52,0.51,0.6
a_1,1.56,1.38,1.16,1.19,0.77,0.3,0.96,0.79,0.65,0.69,0.87,0.6,0.54,1.65,0.56,0.61
h_1,0.91,1.08,0.89,0.95,0.97,0.84,0.26,0.68,0.46,0.39,0.39,0.43,0.67,0.47,0.42,0.52
g_1,1.06,0.97,1.06,1.12,0.8,0.93,0.39,0.24,0.41,0.4,0.39,0.54,0.33,0.39,0.46,0.35
d_0,0.94,0.63,1.52,1.04,1.18,0.92,0.54,0.64,0.28,0.46,0.42,0.44,0.36,0.45,0.42,0.45
c_0,1.11,1.06,0.57,2.53,0.91,0.94,0.69,0.51,0.51,0.25,0.48,0.41,0.42,0.51,0.53,0.45
b_0,0.87,0.82,0.89,1.55,1.69,0.77,0.52,0.54,0.45,0.26,0.24,0.43,0.43,0.53,0.42,0.35
f_0,2.33,0.8,0.95,1.03,0.85,1.29,0.55,0.32,0.43,0.38,0.41,0.23,0.34,0.37,0.58,0.31
h_0,1.04,0.93,0.94,1.02,0.92,0.87,0.63,0.48,0.55,0.35,0.36,0.38,0.65,0.41,0.38,0.42
a_0,1.02,0.77,1.01,1.5,0.82,,0.43,0.57,0.49,0.4,0.23,0.38,0.36,0.22,0.3,0.3
e_0,1.71,1.15,0.84,1.08,0.8,1.24,0.48,0.38,0.43,0.32,0.48,0.21,0.37,0.42,0.21,0.36
g_0,0.8,1.26,1.04,1.02,0.94,1.01,0.34,0.79,0.43,0.4,0.37,0.42,0.26,0.39,0.41,
