,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.32,0.96,1.15,0.71,0.68,0.52,1.41,3.08,1.33,1.42,1.76,1.65,2.05,1.48,0.97,1.82
f_1,1.51,2.38,0.84,0.72,0.62,0.59,1.34,1.88,1.22,1.6,1.55,0.98,1.97,1.19,0.93,1.57
c_1,0.79,0.8,2.38,0.81,1.45,0.58,1.32,1.74,1.12,0.86,1.18,1.61,2.06,1.31,1.28,1.78
d_1,0.73,0.89,0.67,2.46,0.8,0.69,1.64,1.13,1.58,3.06,1.88,1.78,2.29,1.51,1.56,1.93
b_1,0.84,0.8,0.8,0.82,2.6,1.35,1.15,1.54,1.22,1.48,0.92,1.5,2.14,1.15,1.53,1.61
a_1,0.89,0.89,0.84,0.86,0.74,3.03,1.38,1.49,1.5,1.89,1.93,1.59,2.59,1.11,1.48,1.97
h_1,0.92,1.29,0.81,0.97,0.71,0.62,3.54,1.69,2.09,1.88,1.75,1.78,1.63,1.66,1.24,2.64
d_0,0.9,1.01,1.63,0.57,0.94,0.71,1.71,2.95,1.23,1.23,1.91,1.62,2.07,1.65,1.57,1.95
g_1,0.81,0.9,0.88,1.34,0.73,0.71,1.69,1.66,3.67,2.02,1.84,2.89,2.31,1.33,1.7,1.67
c_0,0.98,1.08,0.79,1.02,0.64,0.69,1.8,1.9,1.76,3.12,3.5,1.85,2.73,1.84,1.85,2.19
b_0,1.01,1.02,1.11,1.08,0.46,0.58,1.71,2.23,1.37,1.93,3.25,1.76,2.4,3.41,1.84,2.35
f_0,0.66,0.79,1.07,1.0,0.97,0.8,1.76,2.01,1.52,1.86,2.15,3.26,2.55,1.45,3.5,2.55
h_0,1.06,1.36,0.84,1.0,0.79,0.66,1.26,1.66,1.95,1.79,1.73,1.76,1.65,1.52,1.46,2.57
a_0,0.9,1.07,1.09,1.03,0.7,0.55,1.69,2.35,1.25,2.11,1.92,1.89,2.41,3.2,1.65,2.02
e_0,0.66,1.15,1.0,1.0,0.85,0.92,1.84,1.6,1.43,1.58,1.59,1.77,2.5,1.64,3.47,2.61
g_0,0.83,0.8,0.86,1.52,0.91,0.63,1.46,1.41,1.13,1.89,2.01,2.57,2.42,1.78,1.8,1.69
