,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10915.06,4453.05,4567.84,11455.58,11219.31,41540.67,4680486.5,12661383.82,14518297.7,30600594.37,25329300.73,67227020.78,196891572.31,151203078.35,183705395.7,437770192.15
f_1,6798.22,12039.18,5259.34,8775.07,10231.72,32339.44,5078383.52,10192677.55,14748632.64,18096369.97,22470827.31,26207268.36,178574067.6,144485353.29,195743148.16,340455087.84
d_1,3774.82,4736.42,16712.72,6540.9,12848.01,49701.54,4818163.67,11559440.53,32392363.22,11926045.87,27772859.44,57308112.63,222549919.89,153408138.0,260318499.61,390661442.52
c_1,3705.07,4290.93,5636.22,27846.56,22843.1,39348.7,3968251.18,9640724.93,8795467.26,17200875.05,14024546.8,63408460.49,174210716.43,126938473.29,265990227.04,388934732.4
b_1,3566.73,4162.57,5984.8,8594.03,40689.4,92937.25,4822328.99,10190742.87,16696763.69,16082706.27,14406826.38,60841038.87,210799224.05,98728933.1,242920670.17,394440588.57
a_1,3927.69,4974.23,6454.38,8158.68,10381.55,209643.19,5686792.91,10502137.72,19199952.03,20107699.56,23106310.99,66365992.71,202851227.57,120075696.53,231999053.71,475199383.25
h_1,4342.74,6401.36,6250.58,10356.94,10978.49,45860.91,10687234.3,16967516.25,17359320.7,17681802.91,26851564.7,61570833.46,152951995.12,167877983.32,223334028.81,552245852.6
g_1,3448.26,4483.16,9461.51,9774.33,12054.37,43860.13,5077912.43,28832185.77,20093362.47,17416140.35,25413798.38,103475511.22,244286186.5,159075870.21,310697045.97,345495718.43
c_0,4539.49,5447.17,6907.53,7844.24,9273.34,54418.68,6066983.73,11273402.58,32331583.56,19939777.22,51393607.26,67708321.64,224513872.36,210492998.18,274369653.13,446046615.71
d_0,4741.3,5087.92,3971.33,17853.03,13836.3,39961.68,5315294.51,12494194.78,12883460.77,32072898.12,26205744.54,67011054.37,203858273.99,147503067.2,275562790.21,464843788.72
b_0,4228.2,5301.9,7550.94,9018.06,9092.89,40247.61,5769118.09,15386044.82,22117207.38,19494780.76,44688652.69,73083380.25,236149355.81,353109981.32,274732114.6,459260234.32
f_0,3875.37,3973.36,7236.23,11296.56,13537.96,53632.22,5361142.61,15194561.36,18924866.1,20629579.78,27430040.19,112445568.59,243104974.98,172865796.59,495134734.61,394490318.84
h_0,4477.38,6665.17,7474.46,9816.73,11374.62,41985.77,4053971.24,15324357.71,18887847.76,18611433.67,26397285.82,58587667.06,169610964.14,146005779.55,247581259.97,618789075.24
a_0,4671.77,5073.61,7091.51,8992.36,15241.62,29447.62,5656195.06,15004632.29,21383866.74,21085424.53,26873885.2,66023587.0,242375300.67,331311168.32,274703803.96,450147119.5
e_0,2976.84,5431.37,6511.68,11546.64,14004.54,49229.79,6198390.76,13479042.08,21026782.82,22894456.8,26983231.21,72468036.51,228494482.86,129794784.82,572860110.36,483792739.02
g_0,3637.98,4419.46,9389.05,11512.17,13951.64,47233.99,4380944.06,10032740.7,19595694.05,15807818.72,28676769.09,105049682.29,189140637.11,176177332.93,261683340.85,293803903.78
