,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.91,1.43,1.8,1.43,1.26,0.64,0.78,0.57,0.46,0.53,0.55,0.49,0.46,0.82,0.45
f_1,1.46,0.66,1.21,1.44,1.49,1.2,0.5,0.68,0.55,0.53,0.51,0.64,0.29,0.51,0.41,0.42
d_1,1.81,1.65,0.65,1.19,1.32,1.32,0.65,0.44,0.89,0.56,0.49,0.45,0.52,0.46,0.48,0.29
c_1,1.17,1.65,1.73,0.65,1.83,1.03,0.64,0.62,0.31,0.61,0.46,0.46,0.43,0.45,0.42,0.44
b_1,1.65,1.57,1.47,0.91,0.63,2.12,0.61,0.73,0.77,0.72,1.34,0.62,0.52,0.55,0.54,0.49
a_1,1.77,2.09,1.82,2.16,0.9,0.57,1.05,0.93,0.68,0.64,0.86,0.75,0.51,1.0,0.59,0.46
h_1,2.21,2.54,2.36,2.16,2.32,1.72,0.57,1.24,0.82,0.76,0.79,0.81,0.82,0.77,0.75,0.66
g_1,2.24,2.44,2.62,2.41,2.26,1.97,0.79,0.56,0.81,0.88,0.78,0.95,0.56,0.76,0.85,0.8
d_0,1.45,2.29,3.2,3.0,2.21,2.22,1.11,1.29,0.65,0.79,0.9,0.96,0.82,0.87,0.81,0.74
c_0,2.73,2.28,1.56,4.53,2.27,2.57,1.16,0.97,1.12,0.62,1.01,0.96,0.77,1.01,0.89,0.74
b_0,2.16,2.57,2.24,3.29,3.08,2.16,1.06,1.21,0.9,0.63,0.59,0.86,0.72,1.1,0.77,0.67
f_0,2.39,4.76,2.69,2.58,2.21,2.05,1.29,0.72,0.99,0.84,0.84,0.61,0.69,0.82,1.13,0.53
h_0,2.35,3.19,2.35,2.98,2.86,2.32,1.79,1.36,0.91,0.86,0.91,0.93,0.97,0.99,0.97,0.73
a_0,2.9,2.7,2.96,2.85,3.4,4.37,1.31,1.23,1.15,0.93,0.59,1.0,0.74,0.58,0.9,0.77
e_0,3.47,4.48,2.49,3.59,3.09,2.92,1.15,1.09,1.12,0.87,1.11,0.52,0.82,1.04,0.56,0.88
g_0,2.85,3.37,3.51,2.91,2.86,2.92,1.19,1.43,1.04,0.97,0.94,1.07,0.78,0.98,1.0,1.39
