,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.93,0.95,0.94,0.86,0.88,1.0,1.01,0.9,1.04,0.94,0.87,0.92,0.81,1.06
e_1,0.82,1.0,0.95,1.19,1.04,1.0,1.02,1.11,1.29,1.02,0.97,1.14,1.02,1.05,1.04,1.07
d_1,1.08,1.03,1.0,0.96,0.97,0.91,0.99,0.82,1.02,1.23,1.07,0.97,1.0,1.07,1.08,0.91
c_1,1.02,0.85,1.08,1.0,1.27,0.95,1.04,1.07,0.78,0.86,0.79,0.93,1.03,0.98,1.05,0.89
b_1,1.03,0.96,1.05,0.8,1.0,1.43,1.02,0.97,0.93,1.12,1.03,1.05,1.07,0.86,0.98,1.02
a_1,1.13,0.96,1.07,1.04,0.74,1.0,1.15,1.1,1.01,1.05,1.08,0.99,1.1,1.05,0.98,1.07
h_1,1.16,0.97,1.0,0.95,0.95,0.91,1.0,1.12,0.94,0.92,1.01,0.99,0.96,0.9,0.96,1.11
g_1,1.01,0.9,1.2,0.94,1.0,0.92,0.91,1.0,0.89,0.94,0.94,1.11,0.9,0.98,1.1,1.0
d_0,0.97,0.8,0.98,1.31,1.08,0.97,1.06,1.08,1.0,0.82,0.94,1.08,1.07,0.92,1.07,1.0
c_0,1.04,1.05,0.86,1.18,0.86,0.9,1.08,1.03,1.2,1.0,1.35,1.07,1.11,1.23,1.02,1.13
b_0,0.99,1.03,0.93,1.21,0.96,0.92,1.05,1.06,1.15,0.78,1.0,0.93,1.02,1.32,0.95,0.99
f_0,1.06,0.84,1.07,1.07,0.97,1.05,1.01,0.94,0.91,0.92,1.05,1.0,1.08,1.08,1.4,0.87
h_0,1.14,0.99,0.99,0.97,0.93,0.9,1.05,1.13,0.93,0.89,1.0,0.95,1.0,0.94,0.92,1.09
a_0,1.04,0.98,0.93,1.05,1.08,0.94,1.15,1.09,1.08,0.86,0.78,0.96,1.01,1.01,0.92,1.03
e_0,1.17,0.95,0.94,0.99,1.0,1.01,0.99,0.96,0.94,0.95,1.07,0.75,1.07,1.02,1.0,0.95
g_0,1.0,0.96,1.11,1.09,0.97,0.91,0.9,1.04,0.97,0.88,1.05,1.17,0.91,0.93,1.05,1.0
