,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,1.0,1.09,0.91,0.68,0.56,0.49,0.65,0.42,0.46,0.42,0.36,0.37,0.35,0.34
f_1,1.39,1.0,0.8,0.89,0.78,0.62,0.42,0.42,0.42,0.33,0.4,0.36,0.3,0.3,0.21,0.31
d_1,1.0,1.23,1.0,0.93,0.98,0.84,0.51,0.37,0.46,0.62,0.36,0.43,0.37,0.3,0.37,0.25
c_1,0.93,1.14,1.08,1.0,1.32,0.69,0.61,0.47,0.33,0.36,0.39,0.37,0.37,0.35,0.31,0.32
b_1,1.1,1.27,1.03,0.76,1.0,1.21,0.59,0.62,0.47,0.53,0.48,0.42,0.39,0.33,0.39,0.33
a_1,1.46,1.64,1.19,1.45,0.83,1.0,0.64,0.6,0.63,0.53,0.58,0.65,0.66,0.64,0.39,0.5
h_1,1.84,2.36,2.01,1.61,1.62,1.53,1.0,1.13,0.82,0.77,0.79,0.72,0.66,0.65,0.66,0.62
g_1,2.02,2.23,2.76,2.14,1.69,1.71,0.9,1.0,0.85,0.84,1.11,0.99,0.7,0.73,0.72,0.65
d_0,1.49,2.4,2.12,3.2,2.12,1.7,1.24,1.24,1.0,0.77,0.96,0.95,0.78,0.7,0.78,0.81
c_0,2.39,2.9,1.64,2.55,1.92,1.88,1.27,1.22,1.29,1.0,1.02,1.62,0.93,0.86,0.95,0.88
f_0,2.17,2.46,2.72,2.46,2.04,1.62,1.29,0.89,1.07,1.0,1.0,0.99,0.95,0.82,1.28,0.62
b_0,2.5,2.71,2.22,2.8,2.1,1.48,1.31,1.05,1.08,0.63,1.16,1.0,0.87,1.24,0.92,0.95
h_0,2.8,3.42,2.79,2.75,2.49,1.58,1.54,1.41,1.25,1.07,0.96,1.16,1.0,0.8,0.91,0.99
a_0,2.86,3.24,3.14,3.07,2.99,1.63,1.63,1.33,1.4,1.2,1.38,0.85,1.27,1.0,1.17,1.05
e_0,2.91,4.53,2.7,3.43,2.72,2.51,1.62,1.34,1.25,1.09,0.79,1.12,0.97,0.85,1.0,0.96
g_0,2.92,3.17,3.87,3.15,3.2,2.15,1.59,1.55,1.3,1.14,1.56,1.08,0.98,0.94,1.03,1.0
