,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.48,0.63,0.79,0.74,0.66,0.41,0.43,0.39,0.31,0.3,0.37,0.27,0.29,0.38,0.26
f_1,0.73,0.41,0.62,0.73,0.7,0.58,0.29,0.36,0.32,0.26,0.29,0.33,0.21,0.26,0.22,0.28
d_1,0.78,0.79,0.38,0.63,0.59,0.62,0.35,0.26,0.42,0.34,0.31,0.26,0.26,0.3,0.32,0.18
c_1,0.56,0.64,0.84,0.38,0.68,0.64,0.37,0.35,0.2,0.31,0.28,0.34,0.25,0.33,0.34,0.26
b_1,0.63,0.66,0.82,0.45,0.36,0.78,0.38,0.45,0.27,0.36,0.4,0.34,0.25,0.32,0.28,0.29
a_1,0.66,0.83,0.71,0.71,0.41,0.29,0.36,0.38,0.35,0.36,0.36,0.31,0.33,0.39,0.29,0.29
h_1,0.6,0.73,0.6,0.62,0.62,0.58,0.24,0.39,0.25,0.26,0.28,0.28,0.27,0.3,0.26,0.25
g_1,0.62,0.72,0.67,0.63,0.53,0.63,0.26,0.21,0.28,0.27,0.27,0.3,0.2,0.26,0.31,0.24
d_0,0.43,0.62,0.79,0.76,0.69,0.58,0.42,0.4,0.24,0.27,0.31,0.3,0.23,0.37,0.29,0.26
c_0,0.66,0.72,0.4,0.96,0.64,0.59,0.37,0.33,0.39,0.23,0.35,0.29,0.25,0.3,0.29,0.25
b_0,0.62,0.67,0.53,0.73,0.7,0.61,0.34,0.33,0.3,0.18,0.22,0.25,0.25,0.37,0.24,0.26
f_0,0.62,0.77,0.6,0.59,0.63,0.52,0.33,0.24,0.29,0.3,0.36,0.21,0.25,0.32,0.33,0.19
h_0,0.61,0.66,0.61,0.65,0.67,0.5,0.39,0.35,0.29,0.26,0.27,0.25,0.28,0.24,0.24,0.26
a_0,0.65,0.73,0.56,0.62,0.68,0.83,0.34,0.35,0.28,0.25,0.17,0.25,0.29,0.19,0.26,0.23
e_0,0.7,1.07,0.58,0.51,0.62,0.61,0.32,0.3,0.27,0.25,0.31,0.17,0.25,0.23,0.19,0.22
g_0,0.63,0.59,0.7,0.68,0.63,0.53,0.29,0.38,0.29,0.29,0.29,0.27,0.18,0.27,0.29,0.26
