,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,107.57,12.09,16.67,17.62,24.52,57.24,1665.46,5701.47,3651.05,3130.6,4512.0,9291.49,24283.88,18120.55,42989.15,
f_1,16.95,122.31,11.82,15.59,20.3,77.05,1595.24,2962.59,3985.03,2788.43,5454.86,,21078.07,23322.88,38422.02,41731.9
d_1,9.81,16.15,122.77,21.37,18.59,50.84,2160.93,,5116.42,2206.08,6428.98,12621.49,23177.07,18616.61,29698.84,22899.7
c_1,11.87,13.45,9.03,144.44,30.96,76.02,1830.17,3053.37,,3251.77,3914.13,8329.69,29225.47,,35349.97,32952.25
b_1,10.6,11.65,14.12,10.88,184.87,78.15,1580.3,2957.44,2961.06,2669.14,,8064.61,22615.88,16505.53,25796.23,26890.82
a_1,7.04,6.04,9.81,8.55,13.05,472.59,1017.34,1363.18,1933.37,,,7377.07,13213.91,,20767.45,
h_1,5.67,8.07,5.96,6.85,10.24,38.43,3013.17,1770.65,1653.05,2020.45,2441.54,4148.24,,8302.22,20456.61,17028.14
d_0,4.72,7.42,,12.54,9.16,40.43,785.25,3952.91,1268.16,1550.87,2965.43,4735.14,11431.04,6752.43,10955.79,14981.36
c_0,4.76,6.55,5.58,,10.29,37.04,776.34,1682.4,3945.71,1717.72,4753.3,4182.78,7242.54,8784.52,13647.11,14474.81
g_1,4.64,6.24,8.09,6.47,8.38,,613.03,1474.84,1306.54,5008.96,1647.56,5749.08,6501.7,5945.88,,15131.87
b_0,5.09,5.24,4.76,6.32,,,722.93,1248.12,1109.4,1302.32,5755.42,4480.68,14657.87,14053.3,12334.05,14721.01
f_0,4.07,,4.18,5.95,8.77,22.13,682.66,1177.23,1165.57,839.21,1631.38,9412.4,6291.68,6190.68,8990.41,17332.05
h_0,3.82,6.11,4.08,5.21,5.35,18.27,,1001.36,1625.4,1263.15,1055.95,3847.87,,6396.25,14528.75,8286.2
a_0,3.49,2.4,3.23,,6.42,,526.42,980.29,800.56,956.45,950.35,2640.8,6323.99,16819.1,8647.35,10689.93
g_0,2.6,2.62,6.49,4.1,7.56,20.96,408.25,1129.92,1023.68,,1445.76,3809.73,5666.91,5847.08,,
e_0,,2.66,3.39,3.86,6.14,,355.62,595.26,844.82,601.29,1334.96,2107.35,6103.46,4577.19,,24627.14
