,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.97,1.09,0.95,0.91,0.77,0.66,0.86,0.54,0.75,0.6,0.59,0.63,0.76,0.59
f_1,1.26,1.0,0.85,0.99,0.82,0.87,0.57,0.7,0.64,0.59,0.56,0.57,0.5,0.52,0.46,0.64
d_1,1.02,1.17,1.0,0.97,0.9,0.75,0.72,0.57,0.64,0.82,0.54,0.76,0.59,0.59,0.53,0.45
c_1,0.92,1.01,1.03,1.0,1.45,0.67,0.71,0.74,0.45,0.57,0.62,0.53,0.58,0.52,0.6,0.54
b_1,1.03,1.23,1.12,0.69,1.0,1.35,0.71,0.8,0.71,0.86,0.7,0.61,0.68,0.59,0.57,0.67
a_1,1.11,1.15,1.32,1.5,0.74,1.0,1.02,0.77,0.86,0.76,0.79,0.8,0.81,0.63,0.88,0.72
h_1,1.3,1.75,1.41,1.39,1.35,1.0,1.0,1.2,0.91,0.84,0.89,0.87,1.03,0.81,0.73,0.85
g_1,1.52,1.44,1.82,1.36,1.26,1.21,0.84,1.0,1.08,1.01,1.08,0.84,0.7,0.96,0.91,0.91
d_0,1.15,1.56,1.63,2.13,1.44,1.16,1.11,0.88,1.0,0.81,0.89,0.89,1.1,0.82,0.87,0.9
c_0,1.74,1.64,1.27,1.69,1.06,1.36,1.16,1.02,1.29,1.0,1.16,1.44,0.91,0.84,0.78,0.98
f_0,1.33,1.79,1.75,1.56,1.43,1.3,1.13,0.92,1.12,0.86,1.0,1.12,1.01,0.76,1.38,0.68
b_0,1.72,1.76,1.28,1.87,1.59,1.34,1.08,1.24,1.15,0.72,0.93,1.0,1.12,1.38,0.72,0.85
h_0,1.72,2.02,1.8,1.64,1.54,1.23,1.01,1.4,0.91,1.12,0.97,0.9,1.0,0.81,0.82,1.04
a_0,1.64,1.82,1.68,1.73,1.8,1.73,1.27,1.04,1.25,1.2,1.19,0.77,1.2,1.0,1.09,0.82
e_0,1.43,2.19,1.81,1.68,1.67,1.25,1.35,1.11,1.16,1.3,0.75,1.3,1.21,0.98,1.0,0.92
g_0,1.7,1.56,2.28,1.82,1.57,1.37,1.17,1.03,1.08,1.04,1.48,1.14,0.98,1.22,1.12,1.0
