,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.43,0.37,0.49,0.33,0.21,0.27,0.23,0.44,0.28,0.25,0.23,0.27,0.25,0.12,0.2
f_1,0.64,0.94,0.43,0.38,0.33,0.25,0.23,0.27,0.24,0.22,0.24,0.11,0.22,0.16,0.13,0.2
d_1,0.45,0.48,0.94,0.36,0.35,0.29,0.24,0.26,0.18,0.46,0.28,0.24,0.26,0.17,0.22,0.18
c_1,0.4,0.47,0.42,0.94,0.62,0.25,0.25,0.26,0.24,0.14,0.19,0.24,0.25,0.19,0.2,0.18
b_1,0.49,0.47,0.49,0.36,0.94,0.46,0.26,0.26,0.28,0.3,0.19,0.26,0.27,0.15,0.16,0.2
a_1,0.56,0.56,0.54,0.44,0.32,0.93,0.39,0.31,0.35,0.37,0.33,0.37,0.34,0.17,0.27,0.23
h_1,0.65,0.96,0.77,0.63,0.57,0.34,0.75,0.49,0.38,0.41,0.39,0.35,0.25,0.23,0.26,0.39
g_1,0.62,0.63,0.98,0.65,0.58,0.38,0.41,0.74,0.46,0.47,0.5,0.55,0.41,0.31,0.3,0.34
d_0,0.58,0.81,0.41,1.11,0.64,0.35,0.56,0.42,0.67,0.29,0.36,0.42,0.43,0.36,0.3,0.36
c_0,0.76,0.93,0.58,0.67,0.46,0.36,0.52,0.46,0.57,0.65,0.68,0.44,0.41,0.44,0.31,0.41
b_0,0.83,0.81,0.72,0.82,0.43,0.4,0.5,0.41,0.54,0.37,0.64,0.38,0.44,0.6,0.3,0.42
f_0,0.67,0.8,0.79,0.75,0.69,0.38,0.45,0.38,0.5,0.47,0.48,0.67,0.52,0.37,0.65,0.34
h_0,0.74,1.0,0.83,0.75,0.66,0.46,0.45,0.46,0.48,0.52,0.44,0.44,0.34,0.39,0.33,0.56
a_0,0.71,1.01,0.8,0.9,0.8,0.3,0.62,0.46,0.48,0.41,0.43,0.39,0.48,0.64,0.38,0.36
e_0,0.59,0.99,0.88,0.85,0.79,0.45,0.54,0.5,0.6,0.57,0.52,0.4,0.54,0.33,0.64,0.46
g_0,0.74,0.71,1.27,0.83,0.7,0.51,0.53,0.39,0.46,0.49,0.37,0.69,0.44,0.39,0.36,0.35
