,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.92,1.11,0.83,0.84,0.94,0.96,1.04,0.98,1.06,0.83,0.94,0.93,0.69,1.15
e_1,0.78,1.0,1.0,1.09,1.08,0.98,0.9,1.07,1.24,0.99,1.1,1.27,1.03,1.17,1.2,0.76
d_1,1.09,1.0,1.0,0.91,1.01,1.01,1.04,0.8,1.05,1.29,1.02,0.91,0.94,0.91,1.09,0.76
c_1,0.9,0.91,1.1,1.0,1.55,1.03,1.1,0.91,0.77,0.71,0.76,0.97,0.91,0.7,0.86,1.02
b_1,1.2,0.93,0.99,0.64,1.0,1.49,1.1,1.18,0.96,1.16,1.03,0.99,1.08,0.97,1.0,1.13
a_1,1.2,1.03,0.99,0.97,0.67,1.0,1.28,1.1,1.05,1.06,1.26,0.9,1.11,1.41,0.92,1.11
h_1,1.09,1.09,0.96,0.95,0.93,0.77,1.0,1.32,1.0,0.78,0.93,0.96,1.21,1.11,1.06,1.46
g_1,1.02,0.94,1.25,1.1,0.82,0.86,0.75,1.0,0.85,0.94,0.91,1.34,0.97,0.88,1.11,0.78
d_0,0.99,0.77,0.87,1.32,1.08,0.92,1.04,1.19,1.0,0.96,0.97,1.04,0.9,0.98,1.0,1.15
c_0,1.16,1.02,0.76,1.41,0.87,0.91,1.22,1.08,1.09,1.0,1.39,1.01,1.17,1.15,1.3,1.21
b_0,0.93,0.92,0.98,1.41,1.06,0.71,1.05,1.1,1.03,0.73,1.0,1.05,1.2,1.5,0.98,1.04
f_0,1.29,0.81,1.1,1.08,0.89,1.23,1.07,0.72,1.0,0.92,0.99,1.0,1.01,0.98,1.69,1.01
h_0,1.07,0.95,1.05,1.09,0.93,0.89,0.83,1.03,1.15,0.8,0.87,0.94,1.0,0.98,0.92,1.25
a_0,1.1,0.76,1.1,1.35,0.97,,0.89,1.15,1.0,0.89,0.61,0.97,1.06,1.0,0.82,0.93
e_0,1.47,0.72,0.96,1.16,0.95,1.15,0.99,0.83,1.04,0.76,1.1,0.61,1.08,1.12,1.0,1.04
g_0,0.84,1.22,1.27,1.01,0.89,0.9,0.68,1.28,0.9,0.89,0.88,1.08,0.79,1.01,1.0,
