,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.23,0.88,0.94,0.84,0.62,0.39,0.44,0.42,0.39,0.38,0.34,0.29,0.32,0.33,0.25
e_1,0.81,1.0,0.93,1.11,0.96,0.69,0.49,0.62,0.45,0.39,0.42,0.47,0.36,0.31,0.37,0.35
d_1,1.14,1.08,1.0,0.89,0.93,0.67,0.46,0.5,0.37,0.56,0.39,0.39,0.34,0.32,0.27,0.32
c_1,1.06,0.89,1.15,1.0,1.25,0.69,0.47,0.3,0.47,0.37,0.34,0.41,0.36,0.34,0.29,0.29
b_1,1.22,1.06,1.07,0.8,1.0,1.28,0.6,0.45,0.48,0.51,0.45,0.41,0.36,0.3,0.36,0.34
a_1,1.62,1.43,1.45,1.4,0.79,1.0,0.9,0.57,0.71,0.55,0.71,0.51,0.55,0.51,0.42,0.41
h_1,2.43,2.06,2.13,2.15,1.67,1.12,1.0,0.74,1.04,0.83,0.85,0.74,0.71,0.59,0.71,0.63
d_0,2.26,1.59,2.03,3.34,2.22,1.75,1.3,1.0,0.99,0.79,0.98,0.9,0.77,0.68,0.82,0.75
g_1,2.39,2.22,2.63,2.17,2.08,1.48,0.96,0.99,1.0,1.03,1.01,1.09,0.75,0.77,0.74,0.68
c_0,2.53,2.46,1.86,2.56,1.88,1.86,1.25,1.14,1.0,1.0,1.42,0.97,0.89,0.9,0.75,0.8
b_0,2.66,2.49,2.39,2.83,2.16,1.49,1.22,1.1,1.0,0.77,1.0,0.88,0.9,1.12,0.74,0.76
f_0,2.82,2.07,2.66,2.53,2.34,1.81,1.34,1.09,0.92,0.99,1.14,1.0,0.96,0.99,0.65,1.09
h_0,3.42,2.78,3.0,2.72,2.68,1.78,1.44,1.23,1.35,1.14,1.09,1.02,1.0,0.97,0.98,0.76
a_0,3.15,3.2,3.23,3.07,3.23,1.95,1.77,1.49,1.37,1.09,0.94,1.19,0.99,1.0,1.03,0.96
g_0,3.07,2.76,3.84,3.38,2.95,2.28,1.45,1.27,1.39,1.31,1.3,1.55,0.96,0.97,1.0,0.96
e_0,4.08,2.81,2.94,3.44,3.04,2.45,1.58,1.36,1.49,1.28,1.42,0.92,1.3,1.05,1.0,1.0
