,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.92,0.44,0.33,0.45,0.36,0.22,0.38,0.3,0.58,0.32,0.32,0.31,0.36,0.23,0.19,0.29
f_1,0.68,0.92,0.36,0.34,0.3,0.21,0.37,0.29,0.36,0.29,0.24,0.32,0.35,0.22,0.15,0.24
d_1,0.42,0.49,0.91,0.29,0.32,0.25,0.41,0.31,0.26,0.59,0.32,0.38,0.38,0.25,0.25,0.28
c_1,0.39,0.43,0.37,0.92,0.56,0.24,0.38,0.29,0.34,0.24,0.28,0.22,0.36,0.2,0.2,0.28
b_1,0.41,0.42,0.32,0.38,0.91,0.43,0.36,0.3,0.35,0.31,0.32,0.27,0.38,0.19,0.22,0.26
a_1,0.42,0.45,0.38,0.37,0.34,0.89,0.39,0.31,0.42,0.35,0.35,0.36,0.44,0.21,0.21,0.29
h_1,0.45,0.56,0.45,0.33,0.34,0.24,0.67,0.41,0.33,0.37,0.35,0.34,0.32,0.26,0.27,0.37
g_1,0.4,0.43,0.58,0.43,0.33,0.24,0.35,0.65,0.31,0.39,0.5,0.34,0.39,0.26,0.31,0.29
d_0,0.45,0.45,0.32,0.69,0.39,0.22,0.36,0.31,0.57,0.26,0.33,0.32,0.35,0.23,0.24,0.33
c_0,0.47,0.51,0.4,0.32,0.27,0.31,0.45,0.36,0.38,0.53,0.36,0.67,0.41,0.35,0.32,0.38
f_0,0.4,0.41,0.44,0.43,0.35,0.25,0.43,0.4,0.39,0.36,0.56,0.4,0.42,0.25,0.52,0.32
b_0,0.48,0.51,0.42,0.43,0.28,0.22,0.42,0.35,0.37,0.35,0.41,0.54,0.41,0.48,0.28,0.39
h_0,0.46,0.61,0.41,0.4,0.35,0.23,0.35,0.42,0.32,0.34,0.36,0.33,0.32,0.22,0.27,0.4
a_0,0.46,0.55,0.43,0.37,0.4,0.16,0.45,0.32,0.36,0.35,0.41,0.34,0.49,0.47,0.27,0.38
e_0,0.4,0.47,0.44,0.44,0.39,0.28,0.42,0.37,0.34,0.37,0.36,0.35,0.42,0.26,0.48,0.36
g_0,0.42,0.42,0.58,0.38,0.34,0.27,0.46,0.32,0.33,0.38,0.49,0.33,0.41,0.23,0.3,0.26
