,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.89,0.59,0.53,0.49,0.33,0.4,0.42,0.31,0.37,0.35,0.27,0.3,0.28,0.23,0.32
e_1,0.66,0.96,0.73,0.54,0.53,0.4,0.43,0.59,0.36,0.36,0.35,0.37,0.35,0.27,0.27,0.32
c_1,0.69,0.6,0.95,0.61,0.83,0.44,0.42,0.34,0.33,0.29,0.3,0.3,0.37,0.27,0.21,0.3
d_1,0.73,0.69,0.55,0.96,0.53,0.42,0.44,0.35,0.36,0.57,0.43,0.31,0.38,0.31,0.25,0.28
b_1,0.73,0.63,0.57,0.67,0.95,0.76,0.48,0.38,0.36,0.39,0.33,0.35,0.4,0.25,0.28,0.33
a_1,0.88,0.7,0.75,0.74,0.51,0.95,0.57,0.46,0.45,0.44,0.46,0.38,0.42,0.28,0.35,0.37
h_1,1.17,0.94,0.92,0.9,0.77,0.53,0.8,0.58,0.55,0.54,0.56,0.43,0.47,0.42,0.44,0.54
d_0,1.02,0.81,1.47,0.82,0.91,0.64,0.61,0.73,0.6,0.47,0.6,0.49,0.6,0.49,0.48,0.45
g_1,1.05,0.94,1.0,1.2,0.9,0.61,0.66,0.52,0.78,0.58,0.55,0.62,0.53,0.48,0.45,0.43
c_0,1.12,1.05,1.0,0.89,0.78,0.58,0.71,0.7,0.59,0.74,0.94,0.56,0.67,0.65,0.46,0.5
b_0,1.17,1.08,1.16,0.9,0.8,0.51,0.73,0.67,0.57,0.51,0.74,0.57,0.65,0.8,0.47,0.49
f_0,1.12,0.95,1.11,1.06,0.99,0.73,0.78,0.71,0.58,0.62,0.61,0.72,0.71,0.58,0.83,0.45
h_0,1.52,1.2,0.94,1.07,0.88,0.67,0.69,0.64,0.73,0.57,0.61,0.53,0.52,0.42,0.49,0.59
a_0,1.27,1.22,1.21,1.07,0.99,0.63,0.76,0.71,0.6,0.64,0.49,0.52,0.7,0.7,0.47,0.56
e_0,1.23,1.0,1.25,1.29,1.08,0.73,0.79,0.59,0.74,0.72,0.71,0.43,0.7,0.56,0.67,0.54
g_0,1.17,1.11,1.13,1.47,1.05,0.71,0.71,0.69,0.55,0.69,0.68,0.79,0.64,0.47,0.59,0.5
