,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,10017.6,6026.24,4819.63,11097.57,20426.4,107056.82,6248245.08,30522707.76,18281640.54,18403157.87,33006395.58,71501839.19,187243176.24,225678033.1,372206501.79,353496477.56
f_1,7029.66,11554.59,5399.19,9223.55,19721.89,102582.71,6237123.15,21010510.51,17938027.04,18960829.32,29416907.63,52969944.2,168433834.84,236615176.68,367774124.78,315837051.68
d_1,4528.78,5922.93,12046.79,7655.28,19424.16,104873.39,6387977.65,15143778.62,31288548.38,20563532.87,40278661.38,77555980.49,209171296.53,246786151.13,397649620.48,519727486.0
c_1,4771.3,5571.36,4928.95,23019.96,36283.95,112968.38,5624338.68,17524772.27,11386904.36,15414213.23,23918300.24,62803614.34,174793411.7,194221580.25,334706206.14,430663075.56
b_1,5061.37,5423.39,5422.65,10102.11,61016.58,186880.07,5761274.45,17821042.46,17186106.5,15735353.17,20236923.54,63828605.01,198269487.15,183839590.67,330563199.55,428273923.66
a_1,4470.74,6327.68,6056.15,9885.64,21357.88,452967.95,6288895.06,17152789.8,17890788.63,19767649.18,35475120.9,59424064.55,223362155.67,156241145.55,400287542.79,411241799.8
h_1,5289.73,6974.74,6081.2,10688.11,20832.3,91386.35,11025447.79,17402782.7,19268360.59,23267919.43,35521385.67,75293792.49,161732247.83,235326832.24,479579525.06,521218077.4
d_0,4970.48,5861.64,4253.91,16905.47,26032.82,116708.11,5933724.42,26155645.95,15992184.0,18228803.37,34254958.33,73675612.89,199806747.99,232948256.4,382384037.33,410767745.85
c_0,4746.96,6536.45,6540.37,9251.35,18240.35,110002.0,6902889.05,20787763.32,29956267.34,22691185.14,62976548.61,86279220.83,256055852.63,340667407.45,445327191.61,523920843.66
g_1,4175.17,5629.72,8565.45,9947.55,19114.06,110037.68,6020693.92,17483030.86,23302117.83,39165945.3,37971242.14,96455561.06,208656334.73,259190717.47,370978587.76,527357872.93
b_0,4560.99,6629.45,6137.83,11199.88,17753.91,90785.09,6986422.36,22444964.66,22010982.17,22012696.24,56110726.33,88731744.2,242073804.88,497544912.24,443673749.07,565864153.07
f_0,3612.91,5442.88,6836.8,11169.44,25408.12,120807.56,7125141.16,20527101.71,20927799.84,22773698.54,38317366.0,128564894.68,222197227.49,288136414.81,432445826.56,983882519.39
h_0,4973.79,7591.81,6487.58,10068.97,22136.62,121737.21,4949940.02,18475979.09,20317109.98,24411713.98,33004159.2,69063413.43,186330455.94,220915044.68,491494311.35,440947897.32
a_0,4855.37,6267.0,6349.06,10132.12,23976.08,88243.42,6597905.77,21679554.41,23117021.79,20218381.97,41938409.9,89467848.38,196731053.56,465971532.76,400194114.87,498815075.45
g_0,4423.47,5683.36,8212.05,9367.59,22922.03,125625.68,5826456.15,16888964.98,20005637.31,16463100.5,35645153.56,107339903.97,208932491.73,212340118.46,324889171.26,599010079.56
e_0,3340.59,6220.74,6957.27,11656.86,25091.89,131609.25,7389395.86,18491326.62,20426256.83,19797196.91,38202070.36,78800955.2,229452647.17,259259025.02,466984441.05,885319303.16
