,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,99.86,9.45,15.36,19.38,27.47,82.13,1553.76,3055.47,6129.33,5780.44,7545.63,6189.6,18526.61,23262.96,,50172.97
f_1,20.63,101.53,21.01,22.15,22.5,65.42,1644.44,2887.22,3910.31,4465.41,,6702.9,18075.34,21089.06,16526.16,42278.16
d_1,9.82,8.11,149.66,19.64,21.51,72.86,1395.45,1975.36,,10738.2,5011.92,5690.68,16848.83,21641.13,19432.73,25274.93
c_1,9.55,10.71,11.97,155.47,32.48,61.7,1487.47,2331.49,3307.87,,5318.2,5477.71,18107.17,,23093.6,30259.81
b_1,8.49,9.47,14.79,13.56,193.21,102.03,1132.88,3197.77,2322.53,5752.31,5953.96,,13961.21,15359.52,16919.55,35005.32
a_1,6.55,7.78,8.47,7.33,8.79,484.89,736.87,1493.44,1743.74,3510.19,,4125.76,13650.26,,13303.84,29859.83
h_1,5.35,6.7,9.68,7.8,14.59,35.53,2625.69,1997.01,1743.28,2282.21,2699.23,3276.42,,12221.8,10126.52,24677.72
g_1,3.47,4.83,11.58,7.26,6.39,30.5,579.38,4730.75,1194.82,1881.17,3771.76,2755.75,5976.79,8992.7,7429.63,
d_0,4.07,4.42,,11.89,14.49,29.27,674.84,1326.33,4150.07,1851.26,2361.25,3412.31,8420.5,11120.19,13589.43,15125.35
c_0,3.91,5.34,4.47,,5.57,35.49,725.16,1376.84,1490.61,5740.99,2481.22,4606.33,5888.08,9056.32,8756.49,14226.03
f_0,3.19,,7.85,7.3,7.65,,572.66,994.46,1413.64,2168.72,6450.56,2578.95,10239.85,6568.86,17086.42,10861.72
b_0,3.92,5.03,6.44,6.86,,20.01,639.52,1031.77,1405.73,1415.62,1716.82,6693.68,6294.29,14331.3,7856.01,17781.15
h_0,3.84,4.42,5.96,5.86,10.0,20.87,,1313.18,1279.45,1874.68,1750.97,2568.58,,6971.14,10235.41,16251.54
a_0,2.91,2.65,4.56,,6.0,,374.24,639.98,751.21,1231.59,2124.0,1271.13,5759.28,18399.06,,11605.92
e_0,,3.12,4.65,4.92,6.62,20.86,404.89,923.61,847.89,1368.99,1014.83,1434.64,3691.93,,19298.06,11720.56
g_0,2.38,2.36,7.22,5.9,5.93,13.85,321.49,,847.51,1630.47,2667.85,1900.53,3892.92,4584.01,7126.15,
