,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.29,0.78,1.39,0.77,0.68,0.58,1.27,1.22,1.58,1.76,1.58,0.95,2.04,1.34,0.97,1.56
d_1,0.98,2.37,0.79,0.69,0.73,0.59,1.59,1.44,3.09,0.95,2.15,1.59,2.13,1.45,1.5,1.95
e_1,0.95,0.69,2.38,0.95,0.75,0.61,1.57,1.37,1.61,3.03,1.71,1.55,2.28,1.54,1.0,2.05
c_1,0.8,0.8,0.74,2.52,1.42,0.67,1.27,1.29,0.95,1.68,1.27,1.71,2.1,1.4,1.37,2.07
b_1,0.88,0.95,0.73,0.84,2.65,1.27,1.53,1.2,1.53,1.69,0.98,1.57,2.13,1.19,1.34,1.93
a_1,0.98,0.98,0.82,0.88,0.73,3.1,1.41,1.55,1.57,1.43,1.87,1.58,2.68,0.81,1.5,1.84
h_1,1.27,1.03,0.78,0.92,0.74,0.56,3.36,2.12,1.67,1.53,1.45,1.82,1.88,1.42,1.54,2.76
g_1,0.83,1.47,0.84,0.93,0.8,0.6,1.72,3.55,1.82,1.37,1.66,2.58,2.25,1.86,1.7,1.81
c_0,1.12,1.02,0.94,0.66,0.65,0.76,1.88,1.59,3.09,1.56,3.38,1.63,2.54,2.07,1.71,2.49
d_0,1.04,0.56,0.88,1.72,0.92,0.63,1.59,1.44,0.98,3.06,1.55,1.79,2.11,1.67,1.58,1.9
b_0,1.06,0.95,1.03,0.92,0.67,0.62,1.8,1.8,2.0,1.97,3.13,1.73,2.45,3.35,1.68,2.29
f_0,0.78,1.07,0.77,1.08,0.79,0.67,1.97,1.62,1.98,1.58,1.93,3.49,2.87,1.79,3.19,2.53
h_0,1.28,0.97,0.97,0.9,0.87,0.69,1.26,1.99,1.63,1.65,1.86,1.61,1.77,1.66,1.53,2.99
a_0,1.08,0.97,0.98,0.91,0.79,0.49,1.96,1.59,2.05,1.77,1.8,1.92,2.74,3.37,1.6,2.47
e_0,1.05,1.04,0.57,1.03,0.86,0.7,1.92,1.52,1.97,1.7,1.82,1.81,2.32,1.45,3.68,2.48
g_0,1.01,1.48,0.68,0.73,0.86,0.68,1.76,1.24,2.0,1.18,1.85,2.7,2.29,1.8,1.85,1.75
