,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.57,3.77,3.89,3.85,2.97,1.76,2.3,1.8,1.45,1.61,1.55,1.46,1.29,,1.42
f_1,3.63,0.41,3.4,4.06,3.43,3.89,1.42,1.85,2.01,1.7,1.58,,0.88,2.46,1.34,1.3
d_1,4.44,3.78,0.4,2.94,3.13,3.95,2.0,1.28,,1.82,1.35,1.35,1.86,1.7,1.42,1.05
c_1,3.49,3.6,4.31,0.4,4.54,2.68,1.84,1.72,0.97,,2.26,1.49,1.42,1.28,1.51,1.63
b_1,3.51,3.76,3.13,1.99,0.37,4.59,1.64,2.01,2.72,2.21,,1.58,1.44,1.53,1.39,1.28
a_1,4.1,3.53,3.41,4.24,2.0,0.31,2.39,1.9,1.88,1.41,1.97,1.42,1.18,,,1.55
h_1,1.81,1.85,1.7,1.73,2.29,1.39,0.25,1.25,0.66,0.78,0.81,0.98,,1.01,0.63,0.65
g_1,1.95,1.99,2.35,2.17,1.4,1.9,0.66,0.24,0.81,0.9,0.75,0.96,0.53,0.85,0.98,
d_0,0.97,1.22,,2.0,1.24,1.27,0.94,0.91,0.29,0.78,0.74,0.87,0.67,0.81,0.79,0.64
c_0,2.17,1.47,1.02,,1.35,2.44,0.87,0.83,0.67,0.27,0.71,0.71,0.73,0.68,0.7,0.69
b_0,1.38,1.49,1.59,1.63,,1.97,0.98,1.13,0.65,0.67,0.26,0.73,0.63,0.67,0.53,0.61
f_0,1.64,,1.86,1.49,1.9,1.78,1.05,0.48,0.69,0.63,0.76,0.27,0.49,,,0.43
h_0,1.31,1.53,1.01,1.33,1.5,1.18,,0.87,0.49,0.5,0.55,0.63,,0.6,0.54,0.44
a_0,2.32,1.33,1.92,2.09,1.96,,0.66,0.76,0.81,0.65,0.52,,0.51,0.22,,0.69
e_0,,2.56,1.64,1.59,2.09,,0.99,0.98,0.7,0.66,0.93,,0.63,,0.21,
g_0,1.32,1.87,1.41,1.12,1.58,1.55,0.65,,0.51,0.49,0.52,0.6,0.4,0.5,,
