,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.05,1.82,1.9,1.82,1.74,0.62,0.91,0.51,0.56,0.55,0.64,0.37,0.53,0.4,0.43
e_1,1.44,1.06,2.19,2.53,1.98,1.93,0.82,0.83,0.62,0.77,0.66,0.69,0.5,0.55,0.92,0.51
d_1,2.53,2.24,1.05,2.22,1.82,1.57,0.78,0.56,0.71,0.86,0.62,0.54,0.42,0.51,0.52,0.32
c_1,2.46,1.95,2.3,1.06,2.75,1.72,0.86,0.83,1.03,0.43,0.6,0.64,0.53,0.57,0.55,0.54
b_1,2.72,2.76,2.84,1.42,1.06,2.36,1.12,1.0,0.91,0.8,1.01,0.73,0.57,0.68,0.66,0.49
a_1,3.87,3.71,3.46,3.67,2.03,1.07,1.35,1.13,0.98,1.04,1.35,1.02,0.89,1.86,1.12,0.8
h_1,5.89,5.16,5.36,5.06,4.47,4.45,1.33,2.07,1.45,1.65,1.54,1.53,1.65,1.43,1.17,1.28
g_1,6.38,5.96,7.29,6.08,5.93,5.81,1.98,1.32,2.21,1.95,1.92,2.01,1.23,1.48,1.72,1.88
c_0,7.44,6.76,4.37,9.13,6.17,5.71,3.18,2.09,1.49,2.65,2.53,1.96,1.56,1.84,1.79,1.63
d_0,6.67,4.22,9.74,8.64,7.16,6.39,2.61,2.58,1.79,1.5,1.81,2.09,1.56,1.82,1.94,1.49
b_0,7.11,7.08,6.35,8.76,9.28,7.62,2.66,2.72,1.33,2.43,1.47,2.11,1.94,2.26,2.2,1.58
f_0,11.36,7.68,8.0,7.16,6.68,6.61,2.99,1.98,2.21,2.13,2.25,1.51,1.75,1.95,2.26,1.12
h_0,10.17,9.24,9.51,9.25,9.45,7.3,3.83,3.27,2.79,2.65,2.28,2.51,2.78,2.02,2.04,2.17
a_0,9.65,9.14,9.04,9.61,10.28,8.62,3.47,3.22,2.47,3.06,1.69,2.69,2.36,1.58,2.55,1.79
e_0,14.26,13.48,9.96,10.19,9.82,6.95,4.22,2.86,3.01,2.92,2.62,1.8,2.44,2.62,1.56,1.98
g_0,12.48,11.3,12.04,10.43,12.07,7.63,3.23,4.93,3.0,3.57,3.01,3.42,2.12,2.76,3.15,2.75
