,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.44,2.18,4.56,4.57,4.61,4.49,1.38,1.33,1.16,0.65,1.07,0.98,0.67,0.93,6.13,0.85
f_1,3.86,0.44,4.36,5.02,4.84,4.4,0.87,1.4,0.73,0.74,2.49,0.81,0.41,0.84,0.76,0.68
d_1,8.09,4.39,0.42,4.15,3.9,3.67,1.31,0.86,3.45,0.86,0.92,0.82,0.71,1.02,0.63,0.35
c_1,3.8,4.53,5.0,0.41,5.8,5.64,1.29,1.12,0.53,3.61,0.75,0.81,0.76,1.13,1.03,0.68
b_1,4.43,7.22,4.6,2.76,0.41,5.09,1.16,1.15,1.06,1.36,0.7,4.2,0.68,0.81,1.06,0.73
a_1,7.08,5.85,5.79,6.66,2.88,0.34,1.76,1.74,1.24,1.17,1.26,1.75,0.76,6.05,1.21,0.84
h_1,3.97,5.7,4.63,4.98,6.63,4.3,0.36,1.47,1.05,0.88,0.95,1.18,1.79,1.15,0.86,0.84
g_1,5.56,6.96,4.86,6.73,5.03,4.54,1.22,0.33,0.95,1.2,0.95,1.24,0.57,0.93,0.93,1.63
d_0,2.73,7.71,16.19,5.78,5.37,6.59,1.84,2.31,0.43,1.18,1.25,1.04,0.77,1.34,1.14,1.11
c_0,5.27,5.82,2.87,37.84,6.52,6.06,2.24,1.7,1.53,0.46,1.94,0.98,0.94,1.38,1.11,1.02
f_0,6.02,22.84,6.07,5.5,4.45,6.22,2.09,1.04,1.52,1.11,0.39,1.36,0.78,1.14,1.33,0.47
b_0,5.39,6.3,4.98,7.17,22.84,5.53,1.52,2.28,1.23,0.57,1.68,0.38,0.85,1.3,1.32,0.92
h_0,6.11,7.41,5.67,7.04,6.79,6.28,5.86,3.34,1.55,1.56,1.56,1.09,3.7,1.44,1.15,1.1
a_0,6.29,8.25,6.12,6.6,9.31,,2.75,2.14,1.86,1.38,1.5,0.76,1.04,0.32,1.35,1.55
e_0,18.85,8.33,7.41,6.87,7.42,5.85,1.91,2.18,1.73,1.73,0.84,1.51,1.33,1.53,0.34,0.95
g_0,7.75,10.0,7.58,6.88,7.16,8.37,1.55,7.46,1.78,1.67,1.29,1.61,0.96,1.26,1.5,2.35
