,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,6.03,13.33,13.04,12.67,10.19,3.0,4.27,1.95,2.02,1.99,2.25,1.85,2.06,7.46,1.89
f_1,9.64,1.14,10.05,12.89,12.45,11.76,2.36,3.49,2.47,2.33,2.35,8.73,0.96,2.56,2.29,1.8
d_1,17.73,12.33,1.14,9.73,10.13,11.98,3.54,2.11,11.53,2.19,2.16,1.99,2.34,2.27,2.29,1.11
c_1,11.1,14.65,14.36,1.14,14.1,8.55,3.35,3.14,1.24,10.1,2.84,2.12,1.78,2.09,2.18,1.87
b_1,14.97,14.71,11.7,7.22,1.14,18.3,3.41,4.24,5.19,3.84,24.61,3.2,2.43,3.48,2.96,2.28
a_1,20.4,23.98,19.8,25.98,9.52,1.15,7.87,6.97,4.1,4.3,6.58,4.51,2.44,20.89,4.53,2.93
h_1,32.61,30.44,29.36,26.83,31.6,26.35,1.93,12.57,5.4,5.77,6.02,7.75,14.63,7.35,5.59,4.56
g_1,29.69,36.85,32.5,33.67,27.39,36.59,7.79,1.88,7.27,7.87,5.72,6.18,3.88,6.73,8.14,9.38
d_0,16.68,33.34,128.73,43.42,35.95,34.67,11.04,13.28,2.8,6.89,6.22,7.75,6.55,7.22,6.39,5.7
c_0,41.98,31.26,17.99,235.71,34.65,43.91,11.56,10.35,8.58,2.68,7.75,7.86,6.36,7.78,6.75,5.8
b_0,30.95,39.78,32.18,50.0,221.23,49.4,10.0,14.67,7.52,5.01,2.62,7.43,5.23,7.49,5.19,4.69
f_0,35.12,218.81,41.32,38.82,35.51,34.07,15.42,6.12,8.92,6.81,7.97,2.7,4.82,6.62,9.94,3.62
h_0,39.7,58.35,42.91,57.89,55.31,48.2,43.53,15.64,9.29,8.91,9.28,8.59,14.16,8.63,9.68,6.79
a_0,59.87,48.62,53.98,52.38,75.68,179.64,14.51,15.64,12.16,9.18,5.15,11.0,6.86,2.8,8.95,6.38
e_0,152.17,83.36,47.81,63.46,70.15,61.75,13.7,13.8,11.74,8.54,11.32,4.3,9.54,12.41,2.71,8.18
g_0,65.21,83.36,68.31,66.0,77.73,79.04,16.82,41.41,12.39,10.63,11.1,12.5,8.28,11.34,11.55,26.58
