,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.66,0.54,0.6,0.68,0.56,0.6,2.31,5.08,1.76,2.7,2.9,3.12,4.66,2.25,4.73,0.64
f_1,1.04,5.97,0.66,0.53,0.54,0.41,2.24,2.73,2.08,2.95,2.81,0.69,5.15,2.68,3.64,1.96
d_1,0.67,0.67,6.2,0.48,0.56,0.44,2.17,0.63,3.01,5.45,2.74,3.01,3.83,3.43,4.16,2.66
c_1,0.49,0.61,0.52,6.71,1.29,0.44,2.36,3.31,1.84,0.81,2.77,2.35,4.4,2.81,4.06,2.77
b_1,0.5,0.56,0.6,0.6,7.62,1.29,1.86,3.35,1.86,2.62,0.74,3.1,3.15,2.97,2.93,4.18
a_1,0.59,0.75,0.49,0.74,0.54,10.29,2.02,3.08,1.88,2.52,2.17,2.56,3.73,0.42,4.49,3.06
h_1,0.85,1.44,0.99,0.91,0.76,1.25,16.07,4.76,4.81,5.13,5.45,4.57,2.55,4.35,10.84,7.24
d_0,1.01,1.2,0.29,2.24,0.91,0.98,4.31,12.98,3.16,3.44,4.93,5.64,8.52,5.43,7.19,5.63
g_1,0.97,0.94,1.7,0.9,0.95,0.54,3.47,4.25,19.58,4.52,5.32,6.57,7.65,5.18,2.88,5.38
c_0,0.99,1.25,1.16,0.47,0.71,1.23,5.13,3.78,4.0,14.91,9.83,7.28,9.72,5.7,10.16,6.21
b_0,1.12,1.07,1.26,1.04,0.34,1.09,4.08,5.41,3.77,5.04,16.24,5.7,9.0,10.76,8.39,6.04
f_0,0.92,0.52,1.09,1.39,0.94,1.27,4.05,5.4,4.66,4.81,5.7,16.55,8.7,7.75,9.35,11.99
h_0,1.04,1.45,1.19,1.11,1.02,0.8,1.56,4.26,5.5,4.03,6.35,5.18,3.16,5.29,8.19,5.07
a_0,1.05,1.28,1.21,1.15,0.94,,3.77,4.94,4.37,4.87,7.18,5.55,10.28,23.76,8.01,6.37
g_0,0.99,0.82,1.74,1.01,1.03,0.92,3.3,4.2,1.75,3.35,4.65,8.65,6.77,5.03,3.95,7.01
e_0,0.25,1.09,1.21,1.69,0.96,1.3,2.81,3.72,3.31,4.63,5.24,6.7,6.33,5.81,7.57,23.61
