,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8411.05,4779.11,3158.25,3630.77,6814.4,22981.21,2939125.86,8670319.57,8122790.9,13590440.16,18884325.31,11644518.65,86540868.88,66586322.1,103810229.05,237377326.63
e_1,2200.6,11818.13,4277.68,3880.41,6021.51,28870.27,3207225.33,21719686.02,10121740.31,16782534.06,19539279.26,45998492.49,88689922.92,68364663.85,102702612.78,208643517.78
c_1,1842.15,2600.52,18128.72,4327.27,13256.76,24943.49,2486068.02,9278855.34,7762982.81,4509274.45,17638938.16,37037221.42,88451017.0,68603396.83,112260903.08,212217061.71
d_1,2169.36,2299.47,3103.7,23004.72,6284.47,28870.5,2841384.8,5982318.39,12124371.35,23759510.78,22782384.23,32640855.64,112336704.8,81268294.66,112675487.69,257498031.13
b_1,2129.77,2210.25,3508.32,4854.51,41433.72,53153.72,3192371.59,8093127.26,8636189.08,10284026.49,5777561.77,42466727.75,94503776.9,50763976.11,102286259.8,265440031.96
a_1,1943.53,2153.25,3957.62,4708.53,7407.81,229639.58,3214165.3,11490398.27,9966125.47,13996001.12,18285420.12,50154502.05,97910006.25,32265277.0,176799750.81,172678099.5
h_1,3303.57,2950.58,4492.85,5610.41,7255.13,27570.0,9867269.31,12462736.34,15942619.07,16730233.96,29049906.08,40886393.15,72625259.68,83893955.14,182333947.16,323594475.09
d_0,2196.49,2654.09,9273.58,2975.31,7149.4,34404.02,3439729.32,26107295.58,13760199.23,14749314.91,28125590.89,48190997.78,135220107.62,98927399.9,192580813.61,239808565.55
g_1,2025.7,2771.68,4761.24,8503.72,9780.65,25604.04,3115043.64,9859287.44,42734619.84,12377222.33,23456535.12,84356032.28,122382755.63,101135306.56,174297824.98,158876846.71
c_0,2307.83,2954.73,3136.55,6626.25,7154.01,27362.48,4319599.6,13639438.2,14011086.45,37710157.96,50108159.57,44460081.82,144903612.11,113069483.21,193616194.33,252535138.75
b_0,2792.85,3220.43,5465.84,5726.8,4282.15,23685.5,4302475.57,14092421.68,12541734.06,14561776.87,55118140.96,52864719.58,148482533.54,199108770.7,219356156.52,273249190.27
f_0,1325.3,2713.11,5509.55,6098.46,9476.29,23235.67,3965836.99,14875372.28,14224694.21,14935808.02,24554087.28,127939188.43,162600079.73,146563902.04,473677032.25,232553287.37
h_0,3680.65,3327.1,4123.13,5755.43,8162.52,34016.06,2815921.78,11149510.47,16468006.83,14211319.42,26576017.46,45939691.86,60624749.67,94460984.49,207488333.15,379088911.14
a_0,2410.78,3326.64,5591.84,5545.76,9091.95,14641.24,3850032.4,14112178.68,12519884.35,17171131.86,17607077.22,54672435.11,142211976.6,273237732.51,196338488.03,298864490.82
e_0,1935.74,1619.68,5535.58,8370.13,9968.88,33819.2,3397338.29,12179153.12,15794315.64,21055611.52,23603048.69,44370624.92,159216915.46,94864703.12,529099963.04,234905618.96
g_0,2119.42,2893.31,4908.04,8461.64,8416.23,32052.14,3733916.7,10968883.82,9005530.85,16010769.47,21107899.59,82371580.17,109599455.65,86413038.14,185823592.08,169191479.94
