,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.75,1.22,0.89,0.98,0.87,0.82,0.9,0.59,0.59,0.62,0.71,0.6,0.63,0.59,0.61
f_1,1.33,1.0,0.87,0.89,0.88,0.94,0.55,0.63,0.62,0.65,0.62,0.53,0.51,0.46,0.47,0.58
c_1,0.82,1.13,1.0,1.22,1.16,0.74,0.7,0.47,0.58,0.63,0.55,0.62,0.52,0.6,0.58,0.55
d_1,1.12,1.13,0.81,1.0,0.97,0.81,0.75,0.7,0.81,0.6,0.71,0.66,0.62,0.64,0.59,0.43
b_1,1.01,1.14,0.87,1.03,1.0,1.16,0.74,0.67,0.7,0.65,0.53,0.59,0.56,0.6,0.58,0.61
a_1,1.15,1.07,1.36,1.23,0.87,1.0,0.95,0.88,0.77,0.84,0.77,0.7,0.82,0.73,0.78,0.82
h_1,1.31,1.83,1.39,1.35,1.37,1.04,1.0,1.0,0.92,1.19,0.94,0.87,0.89,1.03,0.75,0.87
d_0,1.09,1.56,2.24,1.46,1.54,1.13,0.99,1.0,0.93,1.26,0.9,0.86,0.84,0.91,0.77,0.85
c_0,1.64,1.67,1.71,1.19,1.42,1.28,1.08,1.05,1.0,1.15,1.29,1.01,0.84,0.91,0.73,0.75
g_1,1.66,1.56,1.54,1.75,1.54,1.21,0.83,0.82,0.92,1.0,0.9,1.14,0.96,0.74,0.89,0.79
b_0,1.5,1.65,1.81,1.43,1.61,1.42,1.08,1.12,0.79,1.07,1.0,0.93,1.35,0.86,0.89,0.93
f_0,1.25,1.97,1.67,1.58,1.65,1.46,1.24,1.15,0.99,0.87,1.08,1.0,1.05,1.15,1.29,0.66
a_0,1.6,1.87,1.92,1.69,1.77,1.28,1.16,1.26,1.12,1.07,0.77,0.96,1.0,1.02,0.93,0.88
h_0,1.61,2.17,1.66,1.62,1.62,1.32,0.94,1.05,1.15,1.36,1.09,0.89,0.97,1.0,0.89,1.11
e_0,1.7,2.06,1.79,1.69,1.74,1.24,1.27,1.25,1.26,1.19,1.22,0.78,1.14,1.09,1.0,1.1
g_0,1.65,1.77,1.78,2.33,1.59,1.25,1.15,1.11,1.32,1.34,1.03,1.46,1.13,0.88,0.93,1.0
