,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.2,0.86,0.91,0.71,0.5,0.59,0.41,0.46,0.41,0.44,0.37,0.32,0.33,0.34
f_1,1.31,1.0,0.95,0.9,0.76,0.64,0.4,0.45,0.38,0.43,0.42,0.34,0.29,0.32,0.27,0.31
c_1,0.84,1.05,1.0,1.16,1.21,0.72,0.51,0.33,0.4,0.43,0.33,0.36,0.36,0.33,0.33,0.32
d_1,1.13,1.13,0.88,1.0,0.87,0.76,0.47,0.46,0.51,0.37,0.49,0.42,0.35,0.38,0.32,0.27
b_1,1.1,1.3,0.83,1.13,1.0,1.27,0.57,0.48,0.56,0.49,0.44,0.41,0.38,0.34,0.39,0.36
a_1,1.39,1.57,1.39,1.33,0.81,1.0,0.69,0.61,0.59,0.59,0.64,0.48,0.49,0.43,0.39,0.43
h_1,2.0,2.58,1.96,2.07,1.7,1.45,1.0,0.88,0.87,1.06,0.79,0.73,0.66,0.62,0.68,0.73
d_0,1.74,2.25,2.98,2.21,2.13,1.69,1.17,1.0,0.81,1.03,0.97,0.86,0.8,0.74,0.76,0.76
c_0,2.61,2.63,2.45,1.89,1.72,1.66,1.09,1.2,1.0,1.0,1.29,0.88,0.81,0.81,0.77,0.74
g_1,2.2,2.26,2.3,2.74,1.97,1.68,0.95,0.94,0.98,1.0,0.95,1.1,0.71,0.72,0.8,0.76
b_0,2.49,2.3,3.05,2.14,2.27,1.58,1.21,1.06,0.77,1.06,1.0,0.95,0.86,1.04,0.68,0.84
f_0,2.21,2.9,2.69,2.4,2.4,2.18,1.4,1.17,1.07,0.93,1.02,1.0,0.92,0.78,1.05,0.66
h_0,2.8,3.33,2.79,2.91,2.54,2.01,1.57,1.24,1.27,1.42,1.13,1.07,1.0,0.93,0.91,0.97
a_0,2.98,3.11,3.02,2.77,3.0,2.37,1.54,1.38,1.21,1.36,0.92,1.29,1.03,1.0,0.85,0.93
e_0,2.93,3.61,3.12,3.05,2.59,2.46,1.51,1.31,1.32,1.33,1.42,0.92,1.08,1.22,1.0,0.83
g_0,3.1,3.11,3.25,3.62,2.78,2.38,1.43,1.27,1.32,1.28,1.17,1.51,1.0,1.05,1.14,1.0
