,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11305.57,2368.98,1426.03,2004.08,2370.7,13392.81,1474763.62,3097455.06,4208270.59,6038010.82,10226083.98,2231436.41,49598192.74,33663529.12,45522415.24,82407157.53
e_1,1226.66,12813.46,1309.59,2033.74,2274.54,10905.24,1754982.11,4516754.81,4092561.45,14881469.38,12506926.09,10717958.86,56742258.7,37085081.77,14184000.07,90211432.62
d_1,1080.18,1115.54,18075.24,1409.86,2330.63,13570.87,1723574.4,8570233.16,4043184.74,2684573.01,12321779.85,14806949.5,47396361.65,41265460.52,70825408.62,100500441.0
c_1,1298.07,1103.46,1956.09,20989.84,4296.97,8841.91,1193993.83,748924.0,3721620.09,6960767.07,9579794.29,13073016.99,43088518.77,37840139.06,50696497.23,98637145.55
b_1,1133.95,1161.6,1562.37,1954.66,28115.9,26457.75,1579246.92,3501181.34,4561722.4,6342715.07,3097031.16,11090693.94,50562260.37,26685538.38,67374868.41,106254505.46
a_1,987.75,984.05,1937.95,2198.54,1882.24,234203.15,2109877.28,5559087.36,5032409.09,8045679.54,10810248.34,8436966.88,60616662.63,13878385.74,50160199.14,88742629.98
h_1,2647.2,2031.18,3272.41,2874.61,4609.43,22636.14,10370507.21,5629570.42,7486054.15,11351244.31,15686165.03,15402969.44,26565662.55,58721807.6,75973409.31,213767419.11
c_0,2519.99,2406.96,4005.65,1594.45,3362.85,21445.75,2894612.85,19847871.71,5436512.58,13098596.51,37603494.02,19260739.45,68641711.93,82807701.57,133595753.56,142446390.03
g_1,1774.48,1916.9,5555.63,3035.87,3192.8,19574.6,2411579.94,7171658.96,37251178.56,10375171.07,13468410.01,28164891.56,80159918.7,82038589.79,93771101.68,84527011.63
d_0,2636.0,2254.35,720.71,6765.13,3860.84,25516.91,2060424.92,6353273.42,6123821.03,35483681.41,17062013.59,13425747.19,74603604.39,77158590.48,76689742.06,166136665.97
b_0,2636.66,2797.56,3362.95,3552.85,1693.1,15109.51,1555854.41,7009471.42,8462496.0,13429740.81,56292655.72,18056943.24,90378254.05,177016463.5,128824476.65,203494842.9
f_0,749.38,2145.54,3337.68,4174.56,5625.13,24458.79,2505682.15,6479568.8,7206409.82,14032490.32,18079154.01,60696343.22,74632261.34,75279728.7,222671156.0,156012712.89
h_0,3181.38,1781.75,3116.17,3039.78,3941.47,23227.05,1005825.91,7081132.05,9674586.66,15829279.6,20864731.1,14796919.57,36345539.56,75460255.63,97896991.05,235702659.76
a_0,2412.95,2397.34,2976.42,4298.96,4160.99,,2831590.9,7217747.52,6450583.83,14140001.07,18880129.19,19225909.91,60752259.47,308170433.69,123352607.18,185635379.9
e_0,2540.21,809.36,3208.5,4650.48,5460.73,14947.04,3051404.38,6646700.53,8847154.91,14386379.88,22873582.44,16260802.85,73675437.48,80507487.64,501143118.43,234019069.34
g_0,1702.52,2051.3,5571.41,3779.94,4074.71,18554.94,3271411.6,6729601.42,,12256145.13,11607933.83,30460590.62,58069310.33,71385949.63,98387020.48,80696230.81
