,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.27,0.24,0.18,0.16,0.12,0.22,0.37,0.16,0.19,0.18,0.18,0.19,0.11,0.06,0.15
f_1,0.43,0.89,0.19,0.17,0.17,0.1,0.16,0.2,0.15,0.17,0.17,0.07,0.21,0.12,0.08,0.14
c_1,0.19,0.21,0.89,0.18,0.35,0.15,0.18,0.22,0.18,0.08,0.12,0.18,0.17,0.1,0.11,0.14
d_1,0.22,0.28,0.15,0.9,0.17,0.12,0.21,0.1,0.17,0.37,0.2,0.18,0.22,0.16,0.12,0.13
b_1,0.21,0.21,0.24,0.21,0.88,0.26,0.15,0.17,0.13,0.14,0.06,0.16,0.23,0.08,0.1,0.14
a_1,0.23,0.24,0.21,0.25,0.16,0.88,0.19,0.18,0.19,0.19,0.2,0.16,0.19,0.07,0.11,0.14
h_1,0.28,0.44,0.23,0.23,0.19,0.11,0.57,0.22,0.21,0.23,0.21,0.21,0.15,0.18,0.13,0.2
d_0,0.24,0.3,0.47,0.12,0.27,0.13,0.23,0.46,0.16,0.17,0.19,0.23,0.26,0.14,0.16,0.18
g_1,0.23,0.27,0.22,0.4,0.23,0.12,0.22,0.26,0.55,0.27,0.24,0.29,0.23,0.16,0.16,0.11
c_0,0.3,0.34,0.15,0.3,0.13,0.13,0.27,0.22,0.21,0.48,0.48,0.22,0.27,0.2,0.15,0.2
b_0,0.31,0.31,0.25,0.27,0.1,0.15,0.31,0.24,0.2,0.23,0.45,0.25,0.23,0.34,0.16,0.22
f_0,0.22,0.2,0.26,0.27,0.22,0.21,0.23,0.27,0.22,0.26,0.28,0.46,0.26,0.2,0.33,0.19
h_0,0.3,0.43,0.24,0.23,0.2,0.14,0.13,0.22,0.24,0.19,0.25,0.2,0.16,0.16,0.15,0.24
a_0,0.31,0.3,0.29,0.24,0.17,0.11,0.24,0.29,0.19,0.24,0.24,0.22,0.31,0.4,0.18,0.19
e_0,0.16,0.32,0.28,0.25,0.25,0.17,0.24,0.23,0.21,0.27,0.27,0.23,0.29,0.17,0.4,0.21
g_0,0.3,0.22,0.2,0.42,0.26,0.16,0.23,0.22,0.15,0.21,0.21,0.34,0.27,0.15,0.16,0.13
