,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.25,2.38,2.11,2.54,1.55,0.97,0.92,0.83,0.82,0.73,0.86,0.59,0.65,1.39,0.6
f_1,2.49,0.66,1.91,2.01,2.18,1.89,0.65,0.81,0.99,0.64,0.73,1.53,0.57,0.54,0.56,0.62
c_1,1.72,2.43,0.66,2.23,2.28,2.34,0.98,0.46,1.01,1.51,0.64,0.77,0.57,0.79,0.6,0.58
d_1,2.57,2.23,2.23,0.64,2.07,2.02,1.06,1.87,0.64,0.86,0.72,0.69,0.55,0.84,0.68,0.41
b_1,2.16,2.65,1.44,2.21,0.63,2.46,1.0,0.83,1.08,1.02,2.45,0.85,0.81,0.91,0.86,0.83
a_1,3.21,2.26,2.85,3.37,1.47,0.57,1.44,1.17,1.4,0.99,1.14,0.93,0.83,,0.82,0.69
h_1,2.59,3.53,2.32,2.71,2.9,1.92,0.59,1.1,1.6,0.86,0.98,0.94,1.38,1.02,1.01,0.82
d_0,1.71,3.16,4.03,5.82,2.95,2.49,1.24,0.66,1.76,0.94,1.14,0.86,0.83,0.97,1.03,1.03
g_1,3.13,3.29,2.83,2.98,2.72,2.57,0.96,1.02,0.56,1.13,1.19,1.05,0.7,0.95,1.0,1.99
c_0,2.7,3.76,5.62,1.73,2.59,2.76,1.66,1.39,1.33,0.67,1.44,1.06,0.93,0.86,1.47,1.14
b_0,2.84,2.98,4.16,2.41,3.85,2.68,1.43,1.16,1.42,0.64,0.64,1.06,0.95,1.14,1.21,1.08
f_0,2.73,5.46,2.9,3.09,2.77,3.66,1.28,1.21,1.0,1.07,1.05,0.62,0.95,1.02,1.26,0.6
h_0,3.38,3.59,3.61,3.3,3.2,2.83,2.58,1.51,1.39,1.2,1.19,1.17,1.71,1.23,1.07,1.14
a_0,3.36,4.49,3.37,2.88,3.93,,1.41,1.34,2.15,1.07,0.79,1.17,0.93,0.59,1.21,0.86
e_0,5.31,5.46,3.7,3.58,3.4,3.04,1.51,1.13,1.28,0.95,1.26,0.7,1.19,1.01,0.57,0.84
g_0,3.59,3.81,4.94,3.91,2.85,3.67,1.52,1.29,,1.24,1.38,1.42,0.82,1.62,1.47,1.58
