,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.37,1.01,0.91,1.39,1.24,1.3,2.32,2.19,4.4,2.45,2.46,2.56,3.32,2.39,1.82,2.87
f_1,1.68,2.4,0.99,1.16,1.13,0.91,1.85,1.84,2.53,2.25,2.69,1.53,2.78,2.27,1.9,3.58
d_1,1.25,1.27,2.57,0.84,0.94,1.07,2.37,1.9,1.51,4.29,2.85,2.53,3.33,2.8,2.86,2.64
c_1,1.0,1.11,1.26,2.61,1.77,0.87,2.17,1.98,1.78,1.04,2.14,2.67,2.71,2.48,2.84,2.8
b_1,1.03,1.06,1.35,1.12,2.73,1.93,1.95,2.51,2.26,2.1,1.36,2.45,2.85,1.97,2.71,2.8
a_1,1.02,1.38,1.29,1.21,0.84,3.41,2.34,2.26,2.27,2.73,2.53,2.94,3.62,1.43,2.35,3.35
h_1,1.05,1.64,1.27,1.29,1.24,1.29,3.97,3.09,2.11,2.4,2.66,2.58,2.43,2.84,2.75,4.11
g_1,1.07,1.24,1.83,1.26,0.9,1.1,2.15,4.46,2.15,2.55,2.61,3.76,2.83,2.44,3.26,2.59
d_0,0.95,1.26,0.82,2.11,1.41,1.26,2.76,2.81,3.84,2.21,2.53,2.66,3.22,3.12,2.79,3.19
c_0,1.22,1.48,1.11,1.22,1.13,1.11,2.8,2.49,2.77,3.93,4.58,2.71,3.64,3.47,3.53,3.63
b_0,1.36,1.31,1.25,1.3,0.93,1.11,2.56,2.7,2.77,2.23,4.23,2.27,3.47,5.51,2.64,3.66
f_0,1.07,1.09,1.6,1.24,1.28,1.21,2.53,2.34,2.45,2.92,3.22,4.38,3.9,2.84,4.96,3.21
h_0,1.19,1.62,1.19,1.3,1.4,0.99,1.89,3.11,2.83,2.72,2.55,2.49,2.46,2.19,2.51,4.58
a_0,1.33,1.33,1.42,1.18,1.16,1.09,2.19,2.85,2.38,2.83,2.22,2.38,3.97,4.99,3.04,3.5
e_0,0.93,1.64,1.2,1.2,1.37,1.42,2.67,2.33,2.67,2.92,3.19,2.1,4.09,2.72,4.99,3.08
g_0,1.33,1.03,1.73,1.29,1.22,1.19,2.25,2.09,2.53,2.43,2.66,3.6,2.85,3.06,3.05,2.73
