,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,102.86,114.11,69.92,100.99,132.63,327.34,9682.76,15784.99,19664.82,29416.05,31917.2,38231.1,114120.26,138854.79,174557.6,120429.81
e_1,54.3,118.49,66.13,129.45,118.86,391.28,11270.29,15782.45,20058.22,42434.23,36485.54,47678.48,114521.33,128124.22,197193.02,142228.14
d_1,65.81,68.47,119.24,81.96,117.7,413.3,10489.44,16912.0,32848.78,23785.48,39626.87,44509.2,115395.35,118273.5,172298.25,154462.29
c_1,52.56,51.46,65.36,160.58,175.22,313.22,8766.12,13158.9,12774.54,18906.35,22842.42,39812.63,93965.05,88972.5,163752.39,138457.93
b_1,47.09,59.26,60.42,72.34,190.52,531.8,9593.99,13391.7,18505.31,22007.94,23115.62,34759.46,102922.28,81859.84,144663.44,129195.14
a_1,40.26,39.15,42.68,63.11,58.52,479.97,6158.82,9980.42,11014.26,16959.84,23949.52,24758.3,69229.23,60391.3,104869.31,107813.94
h_1,17.89,14.57,20.11,24.82,25.97,87.24,3654.57,5089.68,5096.15,6376.87,9654.74,10132.59,24239.2,30001.66,56473.82,42772.75
g_1,11.34,13.79,19.93,21.78,25.42,74.03,1954.92,5308.16,4629.63,4534.84,7731.52,12888.47,20847.55,25953.8,34008.07,33864.66
c_0,13.14,13.83,13.29,19.91,22.29,88.9,2285.78,3629.3,5545.5,6029.91,11815.04,10693.64,25238.73,31368.26,43970.3,34686.57
d_0,10.5,11.07,11.46,31.43,24.31,68.63,1837.87,3525.87,2791.97,6463.4,6376.63,8097.86,18722.3,21381.31,33932.67,34351.11
b_0,11.49,11.05,12.24,19.56,20.33,56.98,1906.94,3129.72,3260.04,4780.85,8105.93,8168.56,21374.66,37564.38,36921.1,30837.66
f_0,8.94,9.1,11.69,17.49,20.89,68.27,2017.15,2608.83,3374.03,4534.58,6131.08,9700.88,18697.73,20771.21,29485.54,46936.3
h_0,8.85,8.51,9.3,12.23,14.49,46.97,1182.88,2699.24,2504.83,3419.49,4125.5,5768.34,11662.09,16873.78,28574.2,16337.53
a_0,6.8,7.47,9.67,11.79,14.92,32.99,1338.95,2072.03,2327.38,2992.95,3640.63,5228.49,13780.43,21245.41,24014.13,19452.91
g_0,6.29,6.24,10.0,10.62,12.47,42.94,1134.08,1779.89,2170.28,2582.08,3731.79,6212.34,11327.92,13438.57,16728.56,20971.75
e_0,7.22,5.4,7.84,11.95,12.83,39.2,1133.16,1901.99,2359.19,2373.26,3634.64,4077.27,13286.95,14558.32,18838.64,25975.4
