,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.91,1.08,1.55,1.62,3.23,26.09,29.75,38.76,32.72,43.19,47.09,70.67,83.28,108.6,141.34
f_1,1.08,1.0,1.02,1.14,1.36,2.85,19.13,24.64,30.11,33.02,37.91,38.21,55.41,79.08,75.36,127.62
d_1,0.89,1.02,1.0,0.93,1.29,2.73,21.19,20.03,23.86,38.22,35.23,34.11,66.0,69.29,87.95,93.47
c_1,0.65,0.91,1.07,1.0,1.8,2.75,20.76,21.05,17.61,27.04,27.34,33.52,52.23,64.9,79.96,108.12
b_1,0.64,0.71,0.76,0.56,1.0,2.96,14.81,17.01,18.14,24.23,27.48,28.01,45.56,46.73,68.47,84.07
a_1,0.3,0.35,0.38,0.35,0.35,1.0,7.84,8.37,9.13,10.7,15.58,14.97,22.08,27.34,31.67,38.04
h_1,0.04,0.05,0.05,0.05,0.07,0.13,1.0,1.43,1.14,1.45,1.69,1.73,2.81,3.27,3.94,5.48
g_1,0.03,0.04,0.05,0.05,0.06,0.11,0.71,1.0,0.96,1.26,1.44,1.97,2.34,3.08,4.37,5.22
d_0,0.03,0.03,0.04,0.06,0.06,0.11,0.88,0.99,1.0,0.95,1.49,1.63,2.38,3.05,3.66,4.68
c_0,0.03,0.03,0.03,0.04,0.04,0.09,0.69,0.77,1.01,1.0,1.48,1.29,2.09,2.74,3.15,3.71
b_0,0.02,0.03,0.03,0.04,0.04,0.06,0.59,0.63,0.69,0.71,1.0,1.11,1.73,2.79,2.55,3.37
f_0,0.02,0.03,0.03,0.03,0.03,0.07,0.57,0.53,0.68,0.74,0.85,1.0,1.63,2.1,3.41,2.73
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.36,0.42,0.41,0.48,0.57,0.6,1.0,1.29,1.5,2.02
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.3,0.32,0.34,0.38,0.38,0.49,0.74,1.0,1.24,1.49
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.24,0.23,0.27,0.32,0.41,0.3,0.68,0.86,1.0,1.15
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.19,0.21,0.27,0.31,0.37,0.5,0.64,0.87,1.0
