,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.93,0.67,0.36,0.34,0.27,0.19,0.39,0.28,0.39,0.31,0.32,0.21,0.36,0.26,0.17,0.26
e_1,0.45,0.92,0.33,0.46,0.35,0.21,0.35,0.29,0.6,0.33,0.32,0.29,0.37,0.24,0.18,0.29
d_1,0.49,0.42,0.92,0.28,0.31,0.22,0.43,0.34,0.26,0.6,0.39,0.32,0.39,0.25,0.23,0.33
c_1,0.43,0.36,0.39,0.91,0.62,0.24,0.38,0.27,0.3,0.21,0.23,0.27,0.34,0.21,0.22,0.25
b_1,0.43,0.46,0.36,0.36,0.91,0.46,0.39,0.29,0.31,0.32,0.22,0.27,0.33,0.15,0.22,0.25
a_1,0.48,0.41,0.41,0.38,0.34,0.89,0.39,0.28,0.35,0.39,0.3,0.27,0.42,0.16,0.23,0.31
h_1,0.64,0.44,0.44,0.33,0.31,0.24,0.67,0.41,0.3,0.33,0.35,0.32,0.32,0.26,0.22,0.38
g_1,0.44,0.41,0.62,0.4,0.32,0.26,0.4,0.65,0.33,0.35,0.31,0.45,0.4,0.21,0.29,0.27
d_0,0.46,0.44,0.31,0.69,0.4,0.22,0.38,0.3,0.55,0.26,0.35,0.28,0.36,0.25,0.21,0.28
c_0,0.51,0.46,0.48,0.33,0.27,0.28,0.44,0.33,0.38,0.53,0.61,0.34,0.38,0.32,0.25,0.35
b_0,0.53,0.43,0.48,0.42,0.25,0.21,0.42,0.35,0.39,0.39,0.54,0.32,0.45,0.47,0.26,0.34
f_0,0.4,0.34,0.51,0.48,0.39,0.29,0.48,0.38,0.37,0.4,0.39,0.56,0.41,0.26,0.49,0.34
h_0,0.6,0.43,0.46,0.38,0.3,0.23,0.31,0.41,0.36,0.37,0.38,0.31,0.35,0.23,0.26,0.36
a_0,0.49,0.47,0.46,0.43,0.32,0.17,0.43,0.39,0.39,0.34,0.33,0.34,0.41,0.51,0.23,0.34
e_0,0.54,0.35,0.46,0.44,0.34,0.28,0.44,0.41,0.35,0.37,0.39,0.36,0.42,0.22,0.5,0.32
g_0,0.44,0.4,0.62,0.43,0.32,0.2,0.39,0.3,0.3,0.37,0.37,0.47,0.4,0.26,0.27,0.29
