,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.22,0.98,0.86,0.7,0.71,0.9,0.72,0.6,0.65,0.71,0.6,0.56,0.68,0.61
f_1,1.21,1.0,1.02,0.92,0.92,0.85,0.55,0.63,0.69,0.58,0.62,0.59,0.49,0.47,0.44,0.55
c_1,0.82,0.98,1.0,1.14,1.33,0.79,0.73,0.5,0.67,0.56,0.54,0.61,0.6,0.57,0.5,0.57
d_1,1.03,1.08,0.88,1.0,1.0,0.87,0.7,0.74,0.58,0.81,0.65,0.6,0.62,0.58,0.56,0.44
b_1,1.15,1.09,0.76,0.99,1.0,1.36,0.72,0.68,0.71,0.72,0.66,0.62,0.68,0.63,0.61,0.52
a_1,1.41,1.18,1.26,1.15,0.74,1.0,0.87,0.73,0.82,0.77,0.83,0.7,0.84,0.73,0.58,0.71
h_1,1.41,1.79,1.38,1.43,1.33,1.17,1.0,0.9,1.15,0.86,0.86,0.94,0.79,0.79,0.69,0.98
d_0,1.14,1.51,1.98,1.41,1.5,1.37,1.16,1.0,0.97,0.79,0.9,0.89,0.89,0.77,0.96,0.92
g_1,1.41,1.5,1.57,1.71,1.32,1.24,0.85,1.03,1.0,0.92,0.99,1.17,0.8,0.8,0.97,0.93
c_0,1.63,1.68,1.9,1.22,1.39,1.24,1.16,1.22,1.03,1.0,1.5,0.95,1.04,0.86,1.09,0.91
b_0,1.55,1.61,1.97,1.54,1.3,1.17,1.18,1.09,1.03,0.68,1.0,0.95,0.97,1.33,1.06,0.9
f_0,1.34,1.76,1.59,1.53,1.65,1.47,1.15,1.14,0.85,1.05,1.1,1.0,0.97,0.84,1.36,0.83
h_0,1.66,2.11,1.61,1.67,1.41,1.18,1.24,1.09,1.24,0.98,1.08,1.06,1.0,0.88,0.9,1.06
a_0,1.8,2.08,1.82,1.73,1.68,1.52,1.21,1.27,1.18,1.23,0.82,1.1,1.09,1.0,0.99,0.86
e_0,1.59,2.45,1.87,1.77,1.58,1.68,1.49,1.01,1.06,0.95,0.92,0.74,1.14,0.95,1.0,1.04
g_0,1.74,1.8,1.67,2.3,1.83,1.41,1.03,1.09,1.1,1.08,1.14,1.27,0.91,1.09,1.02,1.0
