,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,97.69,10.97,16.51,20.87,24.51,101.38,2456.05,2959.4,5433.68,6070.42,5793.79,9969.76,16828.47,18892.03,,36428.99
f_1,17.62,107.15,13.2,20.91,29.24,81.56,1764.05,2679.42,4645.41,3908.74,5853.05,,14463.88,18300.06,19339.5,46473.62
d_1,9.02,12.5,132.69,14.54,24.53,56.21,1892.42,2504.42,,7372.86,5502.06,9732.03,11035.53,17238.55,25784.93,51494.01
c_1,9.59,8.48,16.82,147.24,42.98,65.43,1953.91,2945.28,3553.54,,3721.88,8425.62,13979.94,13472.66,23111.55,43892.15
b_1,10.21,9.23,12.19,10.53,201.13,100.83,1652.21,2954.88,3320.14,2489.88,,9154.9,8938.15,18117.24,15290.07,46856.27
a_1,5.45,5.58,8.07,9.89,13.86,534.25,937.62,1875.07,1877.33,3105.59,3200.82,5236.6,,13167.23,12576.63,
h_1,4.09,8.11,7.0,7.3,10.88,30.45,3160.13,1632.96,2057.01,2024.68,2558.51,5161.94,6246.3,,11062.13,24667.62
g_1,4.06,3.7,9.16,6.53,8.85,26.66,834.19,4567.75,1628.96,1775.41,1702.79,7336.18,4677.33,7065.19,9996.28,
d_0,4.7,4.39,,10.92,10.16,39.44,773.91,1136.08,4371.49,2273.71,2278.48,4144.27,5900.02,9673.5,9878.65,24203.67
c_0,3.68,5.5,5.4,,10.1,26.74,738.81,1172.92,1459.79,4979.44,3507.55,4740.5,5868.06,8111.35,12953.58,24173.45
b_0,4.25,4.44,5.66,6.21,,27.36,690.0,1260.64,1795.97,1686.33,5791.2,5060.48,7749.8,7265.1,10430.73,13205.21
f_0,2.93,,5.71,5.52,6.12,35.02,509.81,584.23,1629.72,1528.2,1491.84,10048.46,4644.51,6636.3,12395.97,11611.38
a_0,2.35,3.71,3.93,4.91,9.14,,520.43,966.13,851.0,1498.71,1489.74,3407.08,11905.56,6230.8,,15242.21
h_0,3.87,5.38,5.8,7.72,7.39,26.9,,887.31,1197.89,1476.52,1766.58,2776.82,4873.31,,7571.29,21105.38
e_0,,3.0,3.38,4.17,6.2,24.33,551.06,802.76,1055.11,847.27,1222.8,2707.15,,5103.56,19526.43,10828.1
g_0,2.83,3.17,4.54,4.11,4.72,,428.87,,918.33,1091.44,1300.16,4061.1,3363.22,4602.52,7555.7,
