,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.17,0.39,0.4,0.49,0.48,0.44,0.1,0.12,0.09,0.1,0.09,0.13,0.05,0.08,0.08,0.09
e_1,0.28,0.17,0.54,0.51,0.48,0.42,0.13,0.17,0.1,0.1,0.1,0.13,0.07,0.11,0.07,0.14
d_1,0.5,0.59,0.16,0.43,0.38,0.34,0.12,0.08,0.09,0.16,0.1,0.08,0.06,0.09,0.04,0.08
c_1,0.45,0.34,0.54,0.15,0.48,0.53,0.13,0.12,0.13,0.05,0.1,0.09,0.06,0.1,0.07,0.08
b_1,0.52,0.49,0.49,0.24,0.12,0.42,0.12,0.13,0.14,0.09,0.16,0.09,0.08,0.09,0.08,0.1
a_1,0.54,0.48,0.47,0.51,0.21,0.09,0.14,0.14,0.1,0.1,0.14,0.08,0.07,0.14,0.07,0.08
h_1,0.41,0.39,0.39,0.38,0.39,0.37,0.06,0.12,0.07,0.09,0.08,0.08,0.08,0.07,0.06,0.08
g_1,0.44,0.39,0.37,0.4,0.41,0.41,0.08,0.05,0.09,0.09,0.09,0.08,0.05,0.08,0.07,0.09
c_0,0.48,0.45,0.22,0.67,0.45,0.36,0.12,0.12,0.05,0.11,0.08,0.07,0.06,0.08,0.05,0.07
d_0,0.41,0.24,0.55,0.45,0.4,0.46,0.13,0.15,0.1,0.06,0.09,0.09,0.06,0.08,0.06,0.08
b_0,0.41,0.39,0.3,0.57,0.6,0.33,0.11,0.12,0.04,0.1,0.05,0.09,0.05,0.1,0.05,0.07
f_0,0.67,0.42,0.35,0.37,0.43,0.37,0.11,0.08,0.07,0.07,0.08,0.05,0.06,0.07,0.04,0.07
h_0,0.41,0.38,0.36,0.41,0.38,0.32,0.14,0.12,0.08,0.09,0.07,0.09,0.09,0.07,0.05,0.07
a_0,0.45,0.35,0.36,0.39,0.57,0.55,0.12,0.11,0.07,0.09,0.04,0.08,0.05,0.04,0.05,0.08
g_0,0.47,0.4,0.38,0.45,0.35,0.29,0.08,0.15,0.06,0.1,0.07,0.09,0.04,0.08,0.07,0.07
e_0,0.5,0.49,0.38,0.38,0.4,0.34,0.1,0.09,0.07,0.08,0.07,0.04,0.06,0.07,0.06,0.03
