,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.26,0.96,0.43,0.4,0.42,0.32,0.8,0.63,0.87,0.98,1.02,0.3,1.27,0.62,0.54,0.86
e_1,0.6,2.27,0.42,0.55,0.41,0.37,0.95,0.66,1.85,1.01,0.89,0.91,1.07,0.89,0.36,1.08
d_1,0.57,0.44,2.4,0.4,0.41,0.33,0.92,0.82,0.46,1.94,1.27,1.0,1.36,0.92,0.99,1.23
c_1,0.49,0.42,0.44,2.42,0.84,0.33,0.84,0.9,1.0,0.28,0.67,0.82,1.18,0.76,0.79,0.91
b_1,0.46,0.44,0.48,0.55,2.55,0.72,0.81,0.71,1.03,0.9,0.43,1.03,1.39,0.68,0.74,0.94
a_1,0.58,0.47,0.59,0.54,0.35,3.13,0.91,0.75,1.1,0.93,0.94,1.04,1.26,0.46,0.87,1.1
h_1,0.86,0.57,0.69,0.54,0.51,0.33,2.98,1.28,1.17,1.32,1.16,1.17,0.77,0.81,1.05,1.7
g_1,0.45,0.41,1.07,0.59,0.62,0.3,1.11,3.24,0.9,1.16,1.23,1.74,1.29,1.07,1.14,0.79
d_0,0.66,0.53,0.29,1.14,0.57,0.46,1.16,0.86,2.46,0.83,0.98,1.19,1.37,1.03,0.92,1.28
c_0,0.71,0.65,0.74,0.34,0.41,0.38,1.05,1.16,1.16,2.59,2.46,1.08,1.8,1.4,0.97,1.57
b_0,0.63,0.72,0.71,0.57,0.25,0.35,1.0,1.05,1.36,1.3,2.83,1.08,1.55,2.49,0.9,1.59
f_0,0.29,0.46,0.73,0.73,0.61,0.52,1.22,1.12,1.23,1.06,1.18,2.95,1.62,1.25,2.3,1.76
h_0,0.88,0.58,0.67,0.54,0.51,0.42,0.65,1.44,1.07,1.1,1.23,1.2,0.89,0.87,1.06,1.84
a_0,0.68,0.58,0.64,0.6,0.66,0.28,1.27,0.96,1.47,1.18,1.38,1.12,1.79,2.95,1.18,1.53
e_0,0.7,0.28,0.61,0.63,0.69,0.48,1.36,1.27,1.0,1.32,1.22,1.22,1.87,1.1,3.13,1.28
g_0,0.56,0.58,0.91,0.64,0.45,0.42,1.04,0.76,1.07,1.12,1.53,1.84,1.73,1.09,1.22,0.79
