,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.09,2.08,2.03,2.29,2.03,2.02,0.52,0.76,0.44,0.47,0.45,0.52,0.26,0.46,0.38,0.34
e_1,1.55,1.09,2.54,2.63,2.56,2.47,0.7,0.77,0.49,0.58,0.51,0.59,0.36,0.5,0.63,0.41
d_1,2.78,2.56,1.08,2.42,2.3,1.98,0.61,0.47,0.49,0.7,0.54,0.46,0.31,0.43,0.5,0.24
c_1,2.71,2.28,3.07,1.1,2.9,2.37,0.75,0.77,0.74,0.34,0.53,0.55,0.39,0.49,0.54,0.39
b_1,3.11,3.2,3.36,1.86,1.11,2.78,0.92,0.87,0.8,0.64,0.84,0.67,0.41,0.58,0.61,0.43
a_1,5.45,4.73,4.92,4.15,2.33,1.12,1.36,1.29,1.01,1.07,1.44,1.01,0.7,1.39,1.19,0.69
h_1,9.42,8.52,8.81,8.39,8.24,8.02,1.51,2.62,1.92,1.85,1.77,1.8,1.56,1.73,1.53,1.33
g_1,11.8,11.31,11.96,10.9,10.63,10.7,2.71,1.58,2.56,2.48,2.33,2.16,1.27,2.03,2.17,2.08
c_0,13.07,12.33,7.98,16.79,12.0,11.28,4.18,3.03,1.86,3.79,2.73,2.56,1.65,2.43,2.67,1.78
d_0,10.79,7.74,19.77,14.31,13.84,12.92,3.92,4.0,2.46,1.85,2.5,2.71,1.74,2.47,2.88,2.1
b_0,12.98,12.91,10.94,17.26,17.69,14.65,3.88,3.78,1.64,3.06,1.82,2.5,1.94,2.63,2.81,1.81
f_0,19.67,14.04,15.13,12.63,13.91,12.75,3.97,2.87,3.05,3.16,2.97,1.89,1.97,2.83,2.56,1.36
h_0,19.47,19.51,18.41,18.27,18.63,15.64,5.83,4.89,3.83,3.79,3.54,3.57,3.73,3.18,3.08,2.55
a_0,18.88,18.69,18.41,19.29,21.5,20.23,4.58,5.18,3.04,4.22,2.13,4.12,2.73,2.16,3.42,2.51
e_0,28.19,26.9,21.48,20.43,19.82,15.91,5.91,4.62,4.44,4.28,4.05,2.43,3.01,3.66,2.01,2.25
g_0,23.31,24.49,24.33,22.84,24.52,19.39,5.3,6.98,4.74,4.96,4.61,4.33,2.61,4.23,4.32,3.75
