,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.34,0.95,0.93,0.76,0.65,0.42,0.36,0.41,0.36,0.4,0.3,0.26,0.32,0.26,0.36
e_1,0.75,1.0,1.01,1.08,0.9,0.74,0.47,0.48,0.61,0.37,0.43,0.39,0.35,0.32,0.35,0.26
d_1,1.05,0.99,1.0,0.83,1.02,0.65,0.51,0.43,0.39,0.57,0.39,0.43,0.36,0.38,0.35,0.23
c_1,1.08,0.93,1.21,1.0,1.27,0.61,0.62,0.46,0.34,0.41,0.42,0.4,0.36,0.32,0.35,0.32
b_1,1.31,1.11,0.99,0.79,1.0,1.43,0.56,0.51,0.46,0.51,0.51,0.4,0.35,0.35,0.34,0.29
a_1,1.55,1.36,1.53,1.63,0.7,1.0,0.6,0.56,0.63,0.69,0.58,0.49,0.67,0.75,0.38,0.33
h_1,2.47,2.1,1.96,1.61,1.81,1.61,1.0,0.94,0.99,0.83,0.73,0.74,0.82,0.62,0.54,0.72
g_1,2.82,2.08,2.34,2.07,1.98,1.81,1.06,1.0,0.89,0.91,0.95,1.1,0.76,0.82,0.54,0.62
d_0,2.55,1.65,2.53,2.95,2.24,1.59,1.04,1.09,1.0,0.97,0.99,0.91,0.96,0.84,0.66,0.8
c_0,2.94,2.43,1.76,2.62,1.89,1.44,1.15,1.0,1.03,1.0,1.22,0.87,0.82,0.88,0.65,0.75
b_0,2.61,2.19,2.42,2.57,2.07,1.62,1.32,1.1,0.91,0.83,1.0,0.9,0.85,1.26,0.78,0.72
f_0,3.59,2.58,2.25,2.56,2.38,2.02,1.45,0.92,1.11,1.2,1.14,1.0,1.09,0.73,0.93,0.7
h_0,3.84,2.72,2.67,2.95,2.87,1.53,1.25,1.28,1.05,1.28,1.14,0.87,0.98,0.95,1.03,1.15
a_0,2.96,2.99,2.92,3.09,2.96,,1.75,1.18,1.11,1.11,0.79,1.32,1.03,1.0,0.97,0.95
e_0,3.96,3.11,2.88,2.96,2.76,2.56,1.86,1.82,1.48,1.58,1.29,1.1,1.03,1.05,1.0,0.97
g_0,2.67,3.62,4.18,3.15,3.38,2.98,1.31,,1.25,1.34,1.36,1.44,0.84,1.0,1.04,1.0
