,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,b_0,g_1,f_0,h_0,a_0,e_0,g_0
e_1,90.37,60.6,123.48,108.24,186.18,542.71,14518.14,32342.43,31551.99,62806.55,58102.74,90567.78,159568.04,149263.05,171971.27,340675.53
f_1,86.35,91.33,100.69,119.8,164.66,433.31,11586.65,23593.48,31783.63,56910.44,51499.4,64215.74,142157.61,151304.51,147564.41,284312.65
c_1,45.8,54.51,130.85,119.61,231.39,469.45,12650.1,16421.92,22303.86,38213.72,45308.38,65893.36,135687.18,108640.11,152589.73,251347.37
d_1,53.91,53.13,61.79,158.73,133.29,438.5,11487.49,15145.0,44222.9,59235.08,44483.45,74028.93,132404.94,119732.4,137580.14,232319.0
b_1,41.45,48.23,63.39,89.44,209.37,659.66,10615.55,16142.45,26559.37,40338.6,39618.54,59577.21,115337.61,96372.59,130011.81,185053.07
a_1,30.34,36.77,51.09,60.64,70.64,520.48,7672.65,10854.99,21386.76,34703.26,31096.22,41461.98,101616.9,72671.86,92768.99,171712.19
h_1,12.96,17.08,20.37,28.37,35.19,99.47,3856.48,4200.67,7980.19,13204.53,15002.28,19339.76,29253.57,30887.46,38848.83,75676.99
d_0,10.15,11.25,28.68,21.43,36.6,93.15,2809.09,5075.29,5040.91,10475.09,11694.39,15621.8,29395.24,26596.14,35523.99,64120.41
c_0,10.93,10.98,15.18,19.2,23.08,81.61,2163.13,4086.56,7357.01,14914.51,10792.59,15246.38,29481.74,28607.67,28350.28,49203.02
b_0,8.79,9.45,16.12,16.01,20.29,52.79,2035.84,3272.25,4870.15,11065.17,9280.27,11698.6,22934.75,35203.72,26175.67,46857.02
g_1,7.84,8.63,13.57,21.28,23.03,61.06,1918.1,2594.83,4919.82,8019.4,12331.29,14925.85,19404.61,20717.49,24358.51,39174.47
f_0,6.4,7.84,12.91,16.87,20.99,66.9,1860.78,2786.3,4570.0,7761.86,8200.86,14677.44,21797.44,17737.37,37959.2,35083.62
h_0,6.43,8.12,10.69,14.62,16.93,46.82,1446.07,2145.48,3576.57,6650.51,7704.51,8691.31,15944.53,16290.38,17774.6,39986.8
a_0,6.67,6.73,11.75,13.51,16.19,39.1,1616.27,2474.81,3473.92,5227.86,6599.56,9160.92,15905.47,21066.22,20648.11,33816.13
e_0,5.18,6.98,9.24,14.5,17.58,50.81,1321.9,1960.2,3872.86,6243.57,6654.4,7308.22,18385.71,15168.93,24265.44,30356.13
g_0,4.65,5.19,8.6,14.33,15.19,40.83,1158.51,1732.66,3339.29,4961.76,5094.59,10475.63,13200.95,12796.15,15949.27,24350.03
