,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.25,0.92,0.9,0.85,0.61,0.43,0.44,0.39,0.37,0.37,0.35,0.29,0.34,0.33,0.27
e_1,0.8,1.0,0.87,1.18,0.9,0.69,0.57,0.58,0.47,0.42,0.4,0.43,0.34,0.33,0.35,0.34
d_1,1.09,1.11,1.0,0.84,0.88,0.77,0.52,0.45,0.36,0.55,0.41,0.4,0.37,0.33,0.28,0.32
c_1,1.11,0.86,1.21,1.0,1.16,0.77,0.5,0.31,0.49,0.38,0.34,0.39,0.4,0.35,0.32,0.33
b_1,1.15,1.09,1.13,0.89,1.0,1.19,0.59,0.48,0.52,0.59,0.53,0.39,0.37,0.34,0.39,0.36
a_1,1.65,1.44,1.28,1.29,0.86,1.0,0.8,0.69,0.65,0.65,0.73,0.54,0.56,0.54,0.44,0.46
h_1,2.39,1.8,1.88,1.94,1.74,1.22,1.0,0.78,1.0,0.76,0.69,0.66,0.68,0.59,0.74,0.55
d_0,2.27,1.7,2.37,3.23,2.09,1.4,1.28,1.0,1.13,0.82,0.82,0.91,0.84,0.74,0.85,0.85
g_1,2.56,2.11,2.92,2.02,1.94,1.54,1.01,0.89,1.0,1.0,0.89,1.01,0.66,0.73,0.69,0.7
c_0,2.72,2.35,1.86,2.53,1.68,1.41,1.29,1.26,0.99,1.0,1.23,0.86,0.91,0.94,0.82,0.83
b_0,2.8,2.48,2.44,2.89,2.0,1.31,1.45,1.25,1.1,0.84,1.0,1.01,0.92,1.19,0.88,0.8
f_0,2.8,2.27,2.53,2.53,2.64,1.8,1.51,1.16,1.0,1.11,1.0,1.0,0.96,0.88,0.69,1.27
h_0,3.43,2.8,2.74,2.58,2.69,1.84,1.46,1.15,1.52,1.11,1.09,1.06,1.0,0.93,1.0,0.84
a_0,3.18,2.96,3.01,3.08,2.82,1.84,1.73,1.33,1.29,1.07,0.85,1.07,1.09,1.0,0.98,0.99
g_0,3.09,2.97,3.44,3.16,2.58,2.15,1.37,1.22,1.41,1.2,1.13,1.43,0.99,0.98,1.0,1.08
e_0,3.45,3.0,3.12,2.95,2.86,2.09,1.8,1.23,1.49,1.2,1.14,0.83,1.19,1.07,0.93,1.0
