,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.03,4.56,2.52,3.0,2.51,2.55,9.61,9.14,12.21,11.72,12.31,10.02,19.28,13.92,11.07,19.63
e_1,2.91,6.06,2.47,3.37,3.0,2.57,11.44,9.79,21.11,12.21,14.31,14.5,20.86,14.81,11.36,21.12
d_1,2.81,2.71,6.57,2.27,2.57,3.0,10.3,12.18,9.96,21.95,16.52,14.97,23.49,15.94,15.4,23.24
c_1,2.93,2.65,2.64,6.86,5.28,2.97,9.09,8.42,12.12,8.41,7.27,11.72,18.96,12.09,11.92,18.5
b_1,3.0,2.43,2.62,3.0,8.1,5.79,10.83,9.53,13.22,11.23,9.63,13.13,18.25,10.23,13.46,20.35
a_1,3.04,2.69,2.76,2.95,2.69,11.38,12.11,11.16,14.33,12.71,13.0,13.47,18.2,12.64,16.27,20.32
h_1,3.95,2.99,3.14,3.07,2.72,2.87,17.79,14.64,13.49,12.14,14.11,13.66,17.55,13.84,13.89,25.06
g_1,2.88,2.49,4.45,3.12,2.65,3.02,10.8,21.68,11.41,13.88,14.54,19.55,22.98,14.86,16.18,19.0
d_0,3.12,2.65,2.28,5.26,3.55,2.73,9.87,9.86,19.8,8.81,12.47,13.54,21.74,15.52,15.66,22.78
c_0,3.13,2.92,3.62,2.65,2.32,2.59,12.3,13.83,15.57,21.81,26.61,15.66,25.99,24.29,17.67,25.25
b_0,3.29,2.98,3.32,3.44,2.24,2.15,12.01,13.2,14.75,15.04,22.63,15.41,24.15,33.18,18.66,23.0
f_0,2.76,2.29,3.82,3.39,3.12,2.99,11.27,10.24,14.8,14.1,14.81,24.38,25.26,19.59,30.28,24.57
h_0,3.67,2.98,3.61,2.99,2.78,2.6,8.22,13.57,13.32,13.44,14.28,13.78,17.86,16.26,14.09,27.24
a_0,3.49,2.95,3.72,3.45,3.13,2.3,10.61,11.39,13.09,12.92,13.64,16.33,26.16,27.66,18.4,23.43
e_0,3.24,2.42,3.38,3.02,2.72,3.2,10.51,11.68,14.02,16.1,14.2,15.32,26.06,17.62,31.58,25.48
g_0,2.68,2.71,4.55,3.08,3.01,2.68,9.66,10.34,11.88,14.08,13.45,22.24,19.83,16.33,18.83,17.75
