,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.9,1.16,0.92,0.81,0.65,0.39,0.43,0.38,0.41,0.36,0.33,0.31,0.3,0.27,0.28
d_1,1.08,1.0,1.04,0.89,0.84,0.68,0.48,0.38,0.55,0.4,0.47,0.38,0.35,0.36,0.33,0.26
e_1,0.88,0.94,1.0,1.07,0.92,0.75,0.53,0.49,0.42,0.57,0.39,0.43,0.38,0.35,0.37,0.39
c_1,1.07,1.15,0.94,1.0,1.19,0.78,0.5,0.47,0.44,0.35,0.39,0.39,0.4,0.37,0.33,0.37
b_1,1.21,1.24,1.08,0.83,1.0,1.19,0.6,0.51,0.54,0.46,0.43,0.45,0.43,0.37,0.38,0.37
a_1,1.55,1.5,1.34,1.26,0.87,1.0,0.74,0.71,0.55,0.56,0.64,0.53,0.56,0.45,0.49,0.45
h_1,2.54,2.07,1.88,2.0,1.73,1.27,1.0,1.02,0.81,0.83,0.74,0.74,0.79,0.64,0.65,0.72
g_1,2.24,2.62,2.05,2.17,2.05,1.38,0.98,1.0,0.9,0.84,0.84,0.95,0.72,0.83,0.71,0.72
c_0,2.6,1.86,2.44,2.42,1.86,1.79,1.25,1.05,1.0,1.21,1.22,0.85,0.92,0.91,0.77,0.72
d_0,2.41,2.49,1.77,2.93,2.24,1.71,1.15,1.21,0.79,1.0,0.83,1.0,0.9,0.84,0.8,0.88
b_0,2.68,2.19,2.43,2.69,2.35,1.75,1.3,1.2,0.86,1.17,1.0,0.96,0.95,1.21,0.84,0.83
f_0,3.03,2.66,2.36,2.61,2.2,1.88,1.31,1.05,1.12,1.02,1.05,1.0,1.08,0.91,1.12,0.74
h_0,3.17,2.8,2.71,2.57,2.3,1.77,1.26,1.43,1.08,1.13,1.06,0.95,1.0,0.88,0.88,1.01
a_0,3.31,2.72,2.81,2.64,2.75,2.21,1.58,1.32,1.16,1.15,0.88,1.11,1.21,1.0,0.98,1.01
e_0,3.7,2.94,2.59,2.98,2.6,2.11,1.52,1.31,1.25,1.25,1.17,0.88,1.16,1.0,1.0,0.9
g_0,3.51,3.72,2.56,2.7,2.82,2.16,1.35,1.35,1.38,1.1,1.21,1.28,1.0,1.09,1.12,1.0
