,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.85,2.51,2.75,2.01,2.11,2.02,9.1,17.68,8.57,9.36,10.64,11.23,15.76,10.5,8.55,16.3
f_1,3.71,5.87,2.22,1.94,2.23,1.94,7.66,10.3,7.37,8.54,9.92,5.66,14.96,10.64,7.71,16.51
c_1,1.82,2.02,6.88,1.98,4.34,2.62,7.65,10.22,9.49,5.66,7.26,10.1,13.82,8.7,10.88,15.29
d_1,2.04,2.48,1.67,7.11,2.01,2.07,8.7,6.35,8.51,19.11,12.81,11.14,17.26,14.29,12.76,15.42
b_1,2.09,2.1,2.44,2.28,7.62,4.44,6.74,8.74,7.85,7.77,5.91,10.83,16.77,7.2,10.26,15.82
a_1,2.14,2.38,2.41,2.61,1.83,10.26,8.66,9.69,8.69,10.47,12.33,10.4,15.79,9.17,10.94,16.26
h_1,2.51,3.47,2.32,2.41,2.09,1.97,18.3,9.85,9.85,10.87,12.01,11.23,12.1,13.97,11.94,20.5
d_0,2.05,2.38,4.64,1.58,3.13,2.22,8.86,17.44,8.11,7.82,10.91,11.88,17.84,10.7,13.93,18.28
g_1,1.98,2.33,2.39,3.85,2.31,1.92,8.32,11.0,20.38,12.18,14.16,17.18,16.96,13.23,15.28,11.36
c_0,2.71,2.63,1.79,2.92,1.66,2.12,10.78,9.97,9.29,18.96,25.44,13.11,20.59,17.7,15.19,20.4
b_0,2.58,2.58,2.49,2.58,1.51,2.17,11.91,10.91,9.48,10.72,21.5,14.0,17.25,26.88,14.1,21.01
f_0,1.79,1.87,2.74,2.75,2.5,3.31,9.12,11.63,10.25,12.78,14.54,22.13,18.38,16.65,28.89,20.33
h_0,2.74,3.34,2.56,2.42,2.31,2.29,6.66,8.96,11.49,8.69,12.36,11.44,13.51,12.3,13.13,22.24
a_0,2.58,2.42,2.89,2.61,2.03,1.81,9.62,12.38,9.0,11.18,13.6,11.88,20.6,26.69,15.78,17.29
e_0,1.64,2.55,2.82,2.72,2.73,2.41,9.21,10.28,8.45,12.28,14.59,13.39,20.85,14.03,30.37,21.27
g_0,2.42,1.88,2.13,4.12,2.89,2.34,9.54,9.08,7.8,10.83,11.31,19.5,20.36,13.01,15.62,14.66
