,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.01,0.09,0.07,0.09,0.08,0.13,0.13,0.25,0.23,0.21,0.2,,0.32,0.21,,0.34
e_1,0.05,0.01,0.07,0.08,0.1,0.13,0.18,0.22,0.18,0.2,0.16,0.24,0.36,0.25,,0.26
d_1,0.07,0.09,0.01,0.07,0.08,0.11,0.15,0.12,0.18,,0.18,0.22,0.24,0.24,0.29,0.2
c_1,0.07,0.06,0.07,0.01,0.09,0.13,0.16,0.14,,0.1,0.19,0.19,0.24,0.24,0.26,0.24
b_1,0.06,0.04,0.05,0.03,0.01,0.09,0.11,0.14,0.12,0.11,,0.22,0.22,0.19,0.31,0.19
a_1,0.01,0.02,0.02,0.01,0.01,,0.05,0.05,0.03,0.04,0.04,0.05,,0.05,,0.06
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
