,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.32,1.71,0.96,0.96,0.8,0.68,2.0,1.67,2.35,1.96,2.11,1.45,2.66,2.02,1.37,2.21
e_1,1.12,2.35,0.89,1.29,1.03,0.76,1.81,1.7,3.68,2.07,2.1,1.95,2.72,1.87,1.42,2.42
d_1,1.21,1.07,2.48,0.79,0.91,0.79,2.21,2.01,1.6,3.74,2.57,2.2,2.91,1.97,1.89,2.8
c_1,1.08,0.92,1.06,2.57,1.82,0.84,1.95,1.56,1.84,1.29,1.55,1.85,2.5,1.64,1.75,2.12
b_1,1.07,1.17,0.98,1.03,2.67,1.63,2.04,1.7,1.9,2.0,1.45,1.86,2.46,1.14,1.77,2.1
a_1,1.2,1.04,1.12,1.08,1.0,3.16,2.0,1.65,2.16,2.4,1.97,1.86,3.08,1.22,1.85,2.63
h_1,1.6,1.13,1.18,0.94,0.91,0.84,3.45,2.39,1.84,2.06,2.28,2.18,2.35,2.06,1.75,3.16
g_1,1.1,1.05,1.68,1.12,0.95,0.94,2.08,3.8,1.98,2.21,2.06,3.08,2.93,1.61,2.31,2.3
d_0,1.15,1.11,0.85,1.95,1.16,0.78,1.97,1.77,3.34,1.6,2.31,1.89,2.66,1.97,1.73,2.35
c_0,1.27,1.16,1.29,0.92,0.78,1.0,2.31,1.93,2.33,3.33,4.04,2.29,2.81,2.49,2.06,2.92
b_0,1.32,1.09,1.31,1.18,0.73,0.75,2.21,2.06,2.4,2.43,3.55,2.16,3.3,3.65,2.13,2.82
f_0,1.0,0.87,1.36,1.34,1.14,1.03,2.48,2.22,2.26,2.51,2.6,3.8,2.99,2.04,3.99,2.88
h_0,1.51,1.1,1.24,1.07,0.89,0.8,1.59,2.39,2.19,2.32,2.5,2.09,2.58,1.79,2.13,3.03
a_0,1.23,1.19,1.25,1.2,0.95,0.59,2.23,2.29,2.4,2.1,2.18,2.32,3.0,3.96,1.85,2.81
e_0,1.36,0.89,1.23,1.23,1.01,1.0,2.31,2.41,2.13,2.33,2.55,2.41,3.08,1.76,4.0,2.68
g_0,1.11,1.03,1.67,1.2,0.95,0.71,2.0,1.78,1.83,2.34,2.43,3.18,2.93,2.01,2.15,2.45
