,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.46,0.25,0.23,0.25,0.18,0.17,0.16,0.14,0.18,0.16,0.05,0.14,0.12,0.1,0.15
e_1,0.29,0.94,0.27,0.25,0.22,0.19,0.21,0.33,0.17,0.22,0.15,0.16,0.15,0.12,0.11,0.15
c_1,0.33,0.32,0.94,0.29,0.4,0.19,0.18,0.15,0.13,0.06,0.17,0.16,0.16,0.12,0.11,0.13
d_1,0.36,0.3,0.27,0.94,0.24,0.19,0.19,0.11,0.16,0.26,0.19,0.13,0.19,0.15,0.09,0.15
b_1,0.37,0.32,0.25,0.3,0.93,0.32,0.24,0.17,0.15,0.14,0.06,0.17,0.18,0.11,0.1,0.18
a_1,0.39,0.3,0.33,0.32,0.26,0.93,0.26,0.22,0.21,0.22,0.19,0.22,0.17,0.08,0.16,0.12
h_1,0.79,0.49,0.56,0.52,0.37,0.29,0.72,0.33,0.37,0.33,0.35,0.25,0.18,0.24,0.24,0.24
d_0,0.63,0.41,1.03,0.35,0.49,0.35,0.4,0.61,0.36,0.37,0.38,0.3,0.39,0.25,0.28,0.24
g_1,0.55,0.51,0.65,0.74,0.55,0.33,0.34,0.31,0.72,0.29,0.4,0.46,0.31,0.32,0.26,0.17
c_0,0.66,0.55,0.55,0.58,0.5,0.34,0.42,0.42,0.37,0.62,0.64,0.28,0.38,0.29,0.27,0.28
b_0,0.7,0.64,0.7,0.54,0.36,0.35,0.44,0.4,0.26,0.29,0.62,0.31,0.39,0.49,0.32,0.31
f_0,0.4,0.63,0.71,0.64,0.56,0.3,0.48,0.42,0.31,0.37,0.4,0.61,0.42,0.38,0.57,0.24
h_0,0.91,0.67,0.62,0.59,0.5,0.45,0.29,0.35,0.42,0.32,0.43,0.33,0.21,0.28,0.29,0.38
a_0,0.75,0.7,0.79,0.68,0.56,,0.48,0.45,0.33,0.44,0.26,0.34,0.43,0.61,0.29,0.36
e_0,0.68,,0.84,0.97,0.69,0.4,0.47,0.42,0.45,0.48,0.36,0.3,0.46,0.33,0.6,0.21
g_0,0.68,0.66,0.76,0.86,0.51,0.5,0.45,0.4,0.29,0.38,0.37,0.51,0.34,0.26,0.38,0.19
