,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.93,3.92,1.94,2.25,1.92,1.84,8.07,7.36,10.72,8.86,9.58,6.18,13.13,9.3,6.26,15.43
e_1,2.52,6.01,1.74,2.93,2.0,2.04,8.39,7.3,16.89,8.2,11.45,11.21,15.71,12.23,8.35,16.08
d_1,2.49,1.88,6.58,1.54,2.06,2.68,7.81,8.77,6.38,20.08,13.09,11.93,17.73,11.77,13.81,17.44
c_1,1.8,1.98,1.94,6.62,4.46,2.17,8.26,7.36,10.1,5.45,6.27,10.26,15.13,9.38,11.16,16.41
b_1,2.37,1.71,2.52,1.94,7.58,4.48,8.26,8.49,8.12,9.98,6.4,9.63,17.78,11.32,12.5,16.28
a_1,2.37,2.21,2.5,2.41,2.22,11.22,7.75,9.18,10.06,10.03,10.2,8.45,17.46,7.88,9.03,15.28
h_1,3.53,2.69,2.53,2.17,2.28,1.87,17.18,10.64,11.37,8.77,11.3,9.92,14.55,12.04,13.22,24.46
g_1,2.19,1.94,3.93,2.45,2.44,2.36,7.47,20.23,9.12,12.14,11.97,18.32,19.12,11.72,17.0,14.43
d_0,2.49,2.46,1.36,4.41,2.63,2.04,8.77,9.76,17.84,7.54,9.64,11.89,16.24,11.24,13.36,16.46
c_0,2.74,2.36,2.8,1.79,1.78,2.25,9.05,10.93,10.59,20.95,23.75,12.48,20.86,15.9,16.05,19.08
b_0,2.6,2.38,2.58,2.44,1.94,1.74,10.02,9.65,12.24,11.91,23.18,13.36,21.78,26.86,14.17,21.38
f_0,1.79,1.89,3.02,2.26,2.38,3.13,10.43,9.54,11.82,14.28,12.74,24.78,22.09,16.29,31.8,21.74
h_0,2.84,2.18,2.94,2.69,2.22,2.45,7.54,12.1,11.1,10.38,11.25,12.41,11.29,13.97,15.68,25.2
a_0,2.52,2.02,3.19,2.47,2.45,1.46,10.47,11.63,10.35,11.56,12.54,14.57,20.89,27.02,14.74,17.82
e_0,2.67,1.82,2.93,2.76,2.41,2.7,10.67,8.74,11.5,9.29,12.8,12.2,19.68,13.7,29.28,19.15
g_0,2.36,2.4,3.94,2.3,1.96,2.25,9.16,9.55,9.33,12.68,11.25,18.68,17.69,13.17,16.35,12.26
