,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.92,2.03,1.98,1.93,1.55,0.46,0.65,0.3,0.31,0.3,0.34,0.28,0.31,1.13,0.29
f_1,1.41,0.17,1.47,1.88,1.82,1.72,0.34,0.51,0.36,0.34,0.34,1.27,0.14,0.37,0.33,0.26
d_1,2.47,1.72,0.16,1.36,1.41,1.67,0.49,0.29,1.61,0.31,0.3,0.28,0.33,0.32,0.32,0.16
c_1,1.53,2.01,1.98,0.16,1.94,1.18,0.46,0.43,0.17,1.39,0.39,0.29,0.25,0.29,0.3,0.26
b_1,1.79,1.76,1.4,0.87,0.14,2.19,0.41,0.51,0.62,0.46,2.95,0.38,0.29,0.42,0.35,0.27
a_1,1.68,1.97,1.63,2.14,0.78,0.09,0.65,0.57,0.34,0.35,0.54,0.37,0.2,1.72,0.37,0.24
h_1,1.01,0.94,0.91,0.83,0.97,0.81,0.06,0.39,0.17,0.18,0.19,0.24,0.45,0.23,0.17,0.14
g_1,0.87,1.08,0.95,0.99,0.8,1.07,0.23,0.06,0.21,0.23,0.17,0.18,0.11,0.2,0.24,0.28
d_0,0.46,0.93,3.59,1.21,1.0,0.97,0.31,0.37,0.08,0.19,0.17,0.22,0.18,0.2,0.18,0.16
c_0,1.06,0.79,0.45,5.95,0.87,1.11,0.29,0.26,0.22,0.07,0.2,0.2,0.16,0.2,0.17,0.15
b_0,0.73,0.94,0.76,1.18,5.22,1.17,0.24,0.35,0.18,0.12,0.06,0.18,0.12,0.18,0.12,0.11
f_0,0.8,5.01,0.95,0.89,0.81,0.78,0.35,0.14,0.2,0.16,0.18,0.06,0.11,0.15,0.23,0.08
h_0,0.73,1.07,0.78,1.06,1.01,0.88,0.8,0.29,0.17,0.16,0.17,0.16,0.26,0.16,0.18,0.12
a_0,0.99,0.8,0.89,0.87,1.25,2.97,0.24,0.26,0.2,0.15,0.09,0.18,0.11,0.05,0.15,0.11
e_0,2.27,1.24,0.71,0.95,1.05,0.92,0.2,0.21,0.18,0.13,0.17,0.06,0.14,0.19,0.04,0.12
g_0,0.87,1.11,0.91,0.88,1.03,1.05,0.22,0.55,0.16,0.14,0.15,0.17,0.11,0.15,0.15,0.35
