,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.95,0.47,0.38,0.5,0.37,0.27,0.35,0.45,0.29,0.22,0.3,0.26,0.29,0.21,0.24,0.15
f_1,0.73,0.95,0.44,0.38,0.35,0.27,0.28,0.28,0.25,0.21,0.26,0.16,0.2,0.18,0.19,0.11
d_1,0.53,0.52,0.95,0.36,0.33,0.3,0.34,0.2,0.47,0.26,0.29,0.28,0.28,0.18,0.21,0.2
c_1,0.48,0.54,0.49,0.94,0.63,0.25,0.33,0.26,0.16,0.23,0.2,0.24,0.22,0.21,0.22,0.19
b_1,0.52,0.6,0.51,0.37,0.94,0.56,0.33,0.33,0.34,0.25,0.19,0.21,0.28,0.15,0.21,0.2
a_1,0.58,0.64,0.54,0.58,0.35,0.93,0.4,0.37,0.3,0.32,0.31,0.26,0.29,0.16,0.28,0.22
h_1,0.75,0.99,0.67,0.67,0.6,0.44,0.76,0.47,0.39,0.48,0.42,0.39,0.36,0.25,0.44,0.28
d_0,0.74,0.82,0.63,1.2,0.67,0.46,0.52,0.66,0.38,0.38,0.44,0.43,0.43,0.29,0.37,0.3
c_0,0.9,0.92,0.67,0.68,0.52,0.55,0.62,0.56,0.67,0.38,0.79,0.48,0.47,0.39,0.39,0.3
g_1,0.88,0.72,1.03,0.75,0.58,0.41,0.5,0.51,0.55,0.76,0.48,0.63,0.37,0.32,0.24,0.34
b_0,0.8,0.97,0.91,0.84,0.55,0.42,0.59,0.49,0.4,0.44,0.68,0.42,0.45,0.56,0.4,0.35
f_0,0.64,0.68,0.9,0.86,0.9,0.61,0.59,0.54,0.54,0.42,0.49,0.65,0.51,0.37,0.35,0.61
h_0,0.83,1.29,0.89,0.87,0.65,0.56,0.45,0.56,0.53,0.57,0.58,0.38,0.37,0.31,0.51,0.35
a_0,1.01,0.95,0.99,0.88,0.92,0.42,0.7,0.64,0.53,0.47,0.47,0.45,0.55,0.63,0.37,0.33
g_0,0.69,0.85,1.33,0.85,0.9,0.56,0.54,0.52,0.56,0.4,0.56,0.7,0.47,0.41,0.38,0.48
e_0,0.67,1.3,0.8,0.92,0.89,0.73,0.65,0.64,0.57,0.45,0.49,0.45,0.53,0.39,0.37,0.63
