,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.13,1.62,1.85,5.17,20.48,33.16,54.96,37.46,45.62,52.22,87.5,84.38,122.04,112.56
f_1,1.24,1.0,1.19,1.42,1.77,3.77,15.46,27.98,32.41,30.94,47.72,43.76,62.24,83.88,81.87,160.16
d_1,0.88,0.84,1.0,0.9,1.12,2.86,14.95,16.83,22.98,37.29,34.21,35.1,68.59,60.89,89.16,77.02
c_1,0.62,0.7,1.11,1.0,1.47,2.48,13.94,19.25,14.01,17.69,28.85,35.96,49.09,63.2,86.84,77.03
b_1,0.54,0.57,0.89,0.68,1.0,3.62,10.95,22.06,16.32,20.32,18.63,25.58,41.19,44.41,67.1,64.9
a_1,0.19,0.27,0.35,0.4,0.28,1.0,4.53,7.4,6.89,10.02,9.87,12.92,23.05,16.3,21.11,32.92
h_1,0.05,0.07,0.07,0.07,0.09,0.21,1.0,1.8,1.33,1.59,2.14,2.63,3.76,4.89,5.6,7.4
g_1,0.03,0.04,0.06,0.05,0.05,0.13,0.57,1.0,0.83,0.93,1.14,1.62,2.0,2.57,3.96,3.04
d_0,0.02,0.03,0.05,0.07,0.06,0.14,0.75,1.18,1.0,0.95,1.45,1.43,2.36,3.93,3.39,3.63
c_0,0.03,0.03,0.03,0.06,0.05,0.11,0.63,1.0,1.05,1.0,1.78,1.39,2.51,2.82,3.8,3.68
b_0,0.02,0.02,0.03,0.04,0.05,0.09,0.46,0.89,0.71,0.54,1.0,0.9,1.82,3.36,2.37,2.89
f_0,0.02,0.02,0.03,0.03,0.04,0.07,0.39,0.61,0.67,0.71,1.09,1.0,1.93,1.81,3.51,2.19
h_0,0.01,0.02,0.01,0.02,0.02,0.04,0.26,0.51,0.41,0.38,0.51,0.5,1.0,1.01,1.19,1.96
a_0,0.01,0.01,0.01,0.02,0.02,,0.2,0.4,0.29,0.37,0.3,0.56,1.02,1.0,1.42,1.25
e_0,0.01,0.01,0.01,0.01,0.01,0.05,0.17,0.27,0.28,0.29,0.43,0.28,0.8,0.64,1.0,1.0
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.32,0.26,0.26,0.35,0.43,0.5,0.78,0.96,1.0
