,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.81,1.13,1.68,1.95,3.38,24.88,42.02,30.52,34.16,39.59,48.15,80.19,96.26,115.89,120.89
f_1,1.24,1.0,1.07,1.19,1.62,2.23,16.99,25.23,29.45,27.37,35.23,31.26,65.64,93.82,103.16,75.14
d_1,0.88,0.94,1.0,1.14,1.48,2.66,19.0,26.29,25.54,40.11,31.73,37.38,59.34,91.99,72.61,83.26
c_1,0.59,0.84,0.88,1.0,1.9,1.82,17.44,16.39,22.17,23.9,28.41,24.52,56.21,74.19,78.18,59.73
b_1,0.51,0.62,0.67,0.53,1.0,2.81,13.08,18.95,16.79,23.16,23.73,25.57,36.83,62.17,50.41,82.41
a_1,0.3,0.45,0.38,0.55,0.36,1.0,5.82,9.36,12.97,9.48,9.81,11.75,24.09,23.39,35.65,29.78
h_1,0.04,0.06,0.05,0.06,0.07,0.17,1.0,1.29,1.74,1.34,1.78,1.68,3.28,4.66,6.46,6.8
d_0,0.02,0.04,0.04,0.06,0.06,0.11,0.82,1.0,1.01,1.01,1.27,1.4,2.84,3.68,3.86,3.97
g_1,0.03,0.03,0.04,0.04,0.06,0.08,0.57,0.97,1.0,0.98,1.25,1.38,2.02,3.13,3.36,3.69
c_0,0.03,0.04,0.03,0.04,0.05,0.11,0.76,0.91,0.99,1.0,1.67,1.52,2.73,3.22,4.5,3.74
b_0,0.02,0.03,0.03,0.04,0.04,0.1,0.55,0.83,0.8,0.59,1.0,1.04,1.9,3.21,2.9,2.84
f_0,0.02,0.03,0.03,0.04,0.04,0.08,0.55,0.73,0.72,0.66,0.98,1.0,1.87,2.83,2.19,3.36
h_0,0.01,0.02,0.02,0.02,0.03,0.04,0.3,0.35,0.5,0.36,0.55,0.52,1.0,1.18,1.56,1.45
a_0,0.01,0.01,0.01,0.01,0.02,,0.22,0.26,0.33,0.28,0.31,0.36,0.87,1.0,1.1,1.12
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.15,0.25,0.31,0.22,0.33,0.45,0.64,0.91,1.0,1.14
e_0,0.01,0.01,0.01,0.02,0.01,0.03,0.14,0.23,0.27,0.26,0.33,0.29,0.66,0.95,0.86,1.0
