,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.35,2.65,2.25,2.51,1.59,0.89,0.84,0.8,0.7,0.65,0.75,0.52,0.57,0.88,0.5
f_1,2.75,1.06,2.18,2.03,2.26,1.83,0.6,0.74,0.86,0.58,0.62,1.04,0.45,0.47,0.49,0.5
c_1,1.85,2.59,1.06,2.49,2.38,2.31,0.87,0.43,0.94,1.01,0.59,0.66,0.5,0.63,0.53,0.49
d_1,2.83,2.71,2.51,1.06,2.3,1.92,1.0,1.12,0.58,0.74,0.68,0.6,0.49,0.67,0.62,0.36
b_1,2.66,3.32,1.74,2.68,1.07,2.87,0.97,0.85,1.06,1.01,1.7,0.79,0.77,0.82,0.73,0.7
a_1,4.5,3.48,3.99,4.42,1.9,1.07,1.73,1.33,1.59,1.08,1.31,0.97,0.85,1.75,0.92,0.75
h_1,6.06,8.32,5.74,6.05,6.49,4.38,1.32,1.99,2.69,1.65,1.87,1.91,1.97,1.81,1.69,1.39
d_0,4.04,7.3,9.17,10.85,7.34,5.77,2.62,1.52,3.36,1.85,2.13,1.9,1.59,1.77,1.98,1.92
g_1,8.07,8.06,6.91,6.75,7.11,5.94,1.99,2.04,1.34,2.57,1.99,2.03,1.43,1.7,1.88,2.07
c_0,6.66,8.14,12.84,4.43,6.4,6.32,3.28,3.09,2.49,1.53,2.75,2.13,1.75,1.77,2.2,1.62
b_0,7.39,8.41,10.16,6.83,8.85,6.56,2.84,2.47,3.3,1.45,1.54,2.21,1.85,2.14,2.26,1.96
f_0,6.93,13.06,8.2,8.23,8.1,7.85,2.89,2.52,2.14,2.39,2.24,1.52,2.09,2.45,2.36,1.18
h_0,8.72,10.77,9.7,9.19,8.66,7.67,5.36,3.31,3.22,2.6,2.58,2.71,2.79,2.3,2.36,2.31
a_0,9.77,13.02,10.24,9.05,12.9,13.29,3.69,3.56,5.37,2.74,1.88,2.85,2.51,1.61,2.91,2.42
e_0,12.89,16.06,10.93,10.82,10.37,8.74,4.37,3.08,3.41,2.66,2.98,1.84,2.56,2.45,1.59,2.04
g_0,11.54,12.9,13.63,12.2,9.94,9.75,4.3,3.27,5.27,3.77,3.59,3.85,1.95,3.07,3.13,3.04
