,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,6.35,8.4,9.43,11.96,8.33,3.67,3.25,3.01,3.14,2.44,2.51,1.83,2.33,,2.26
f_1,11.24,1.07,12.34,11.73,6.53,7.85,3.2,2.33,2.97,4.9,2.63,,1.53,2.47,2.25,1.95
c_1,10.24,8.19,1.07,8.82,11.74,9.95,3.46,1.88,,3.9,2.29,2.5,2.01,2.48,3.62,2.19
d_1,10.22,8.2,10.13,1.07,11.43,8.1,3.73,,4.17,2.43,2.66,2.49,1.96,1.98,2.42,1.53
b_1,10.46,15.33,6.22,8.47,1.07,16.05,3.9,3.91,3.87,4.52,,3.51,2.29,2.93,,2.07
a_1,17.95,17.83,12.87,13.74,7.67,1.07,5.76,4.19,3.38,5.42,4.8,3.65,2.36,,,2.92
h_1,13.25,15.15,15.01,16.4,12.55,9.38,1.41,4.14,4.21,5.18,4.26,3.64,,,2.39,3.28
d_0,8.54,16.18,16.63,,12.54,12.04,5.42,1.73,3.77,4.28,4.37,3.93,3.96,3.58,3.76,3.47
c_0,12.11,14.09,,8.58,10.03,16.1,5.28,5.29,1.73,4.78,4.34,4.21,3.5,4.94,3.75,3.98
g_1,18.46,13.15,17.1,17.58,14.89,14.29,5.13,5.92,5.2,1.41,5.5,4.62,3.43,4.04,3.99,
b_0,17.02,15.23,23.04,14.02,,12.93,5.72,5.28,3.62,5.35,1.71,4.47,3.8,6.74,4.28,3.33
f_0,23.87,,17.48,16.69,14.22,12.61,6.02,4.79,5.89,4.46,6.29,1.76,5.44,,3.96,1.97
h_0,21.52,17.9,15.43,16.68,17.22,21.47,,4.5,4.48,5.5,4.36,3.93,,3.17,5.54,4.5
a_0,24.48,20.6,18.37,30.62,23.95,,,9.19,5.01,9.15,3.68,,5.84,1.73,5.52,4.13
e_0,,29.57,19.8,26.17,,,7.62,7.02,5.79,8.3,7.63,4.47,4.04,5.55,1.74,5.39
g_0,20.59,21.65,17.87,23.3,24.61,17.57,4.91,4.46,4.53,,6.44,6.58,3.14,5.52,5.58,
