,d_1,e_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,e_0,g_0
d_1,112.15,59.65,69.55,62.68,126.04,285.51,9982.27,11131.19,15469.47,30848.82,34675.02,34256.74,76253.86,99648.17,102389.6,117216.84
e_1,47.8,117.07,57.1,87.14,126.2,311.54,10178.2,27190.97,18105.76,18182.62,30882.72,34511.75,87294.81,93761.33,78026.52,116087.94
f_1,53.03,85.67,123.85,68.53,99.22,290.73,7788.2,15717.03,16925.57,17827.29,17960.91,26996.73,58728.57,82214.44,65407.08,92279.05
c_1,52.87,50.98,59.89,138.25,177.82,219.94,8270.92,13649.28,14221.99,10882.42,26627.18,21423.46,76460.15,75581.38,81735.19,125907.04
b_1,43.29,42.18,47.87,49.65,219.54,358.41,7830.38,11246.88,11992.81,15115.88,21861.82,18550.57,54213.5,53278.99,83118.6,103395.44
a_1,33.73,33.27,32.49,43.49,67.68,440.42,6589.75,11227.26,11996.47,12686.44,21544.14,21745.06,52203.81,35370.65,74501.3,69690.09
h_1,13.94,13.4,21.62,18.37,28.02,59.0,3740.61,4021.72,5871.22,4257.62,6846.18,7322.84,15613.74,22982.39,23062.73,33341.18
d_0,9.81,10.42,13.7,25.72,30.68,61.45,2069.93,4752.94,3358.24,3097.9,6068.51,6366.05,15498.3,14959.88,18649.25,24723.7
g_1,16.68,11.01,11.32,13.98,25.52,50.11,1441.31,3555.97,6144.43,3739.27,8506.95,6808.58,16328.94,21102.84,22689.19,16397.84
c_0,10.3,12.1,14.83,12.86,20.41,50.73,2292.09,4173.69,3702.41,5625.64,6531.79,12427.62,17383.56,20672.54,23662.42,27947.74
f_0,10.36,9.22,10.2,14.24,24.53,48.35,1710.31,3145.92,3167.61,3360.4,7767.7,5905.04,14691.27,15330.55,29986.48,17964.65
b_0,10.45,9.77,13.35,15.33,13.13,35.19,1711.13,3320.91,2909.76,2564.54,5653.94,7979.72,15934.52,28746.73,19161.1,18651.8
h_0,8.46,7.48,12.47,9.4,16.24,34.47,1005.82,2293.06,2690.53,2388.91,3989.9,4211.88,9126.59,10847.09,13119.29,18718.2
a_0,7.8,7.21,9.02,8.85,14.39,26.39,1362.98,2294.49,1926.61,2591.29,4710.69,3202.76,10870.35,17755.07,13480.65,15084.53
e_0,8.17,4.67,9.19,9.36,14.48,32.2,1340.36,2278.29,1952.81,2335.65,3098.03,3874.11,10429.72,12567.67,19404.67,15068.5
g_0,9.79,6.08,7.89,7.72,12.89,32.46,1068.89,1765.07,1974.92,2177.61,5446.9,4276.95,9272.83,11029.52,11588.87,12606.72
