,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.42,0.57,0.89,0.99,1.01,0.96,0.28,0.22,0.21,0.26,0.18,0.23,0.14,0.2,0.15,0.22
f_1,0.83,0.41,0.88,0.97,1.0,0.85,0.21,0.22,0.2,0.26,0.19,0.23,0.11,0.19,0.16,0.17
d_1,1.04,0.92,0.41,1.05,0.85,0.86,0.22,0.25,0.19,0.19,0.19,0.18,0.12,0.18,0.08,0.15
c_1,0.76,1.02,1.14,0.4,0.94,0.81,0.29,0.13,0.27,0.28,0.23,0.2,0.15,0.2,0.14,0.19
b_1,1.05,1.17,1.11,0.63,0.38,0.93,0.32,0.2,0.26,0.34,0.3,0.2,0.15,0.23,0.14,0.2
a_1,1.27,1.58,1.25,1.14,0.65,0.32,0.46,0.3,0.27,0.44,0.34,0.23,0.2,0.35,0.22,0.24
h_1,1.78,1.8,1.6,1.85,1.69,1.31,0.28,0.4,0.33,0.45,0.33,0.3,0.32,0.33,0.26,0.26
d_0,1.27,1.72,2.85,1.92,2.01,1.62,0.6,0.31,0.45,0.51,0.43,0.4,0.29,0.41,0.32,0.46
c_0,1.94,2.02,1.25,2.56,1.94,1.65,0.54,0.64,0.31,0.51,0.39,0.4,0.27,0.41,0.24,0.34
g_1,1.79,1.79,2.09,2.03,1.96,1.77,0.42,0.38,0.38,0.27,0.35,0.41,0.21,0.33,0.32,0.31
b_0,2.07,1.91,1.59,2.78,2.59,1.71,0.56,0.48,0.26,0.51,0.28,0.39,0.32,0.42,0.27,0.4
f_0,2.44,2.95,2.15,2.2,2.16,1.76,0.65,0.5,0.45,0.41,0.46,0.28,0.29,0.46,0.22,0.41
h_0,2.39,2.55,2.52,2.28,2.56,2.02,0.98,0.55,0.57,0.83,0.49,0.5,0.43,0.43,0.34,0.47
a_0,2.65,2.81,2.27,2.75,2.73,2.34,0.68,0.62,0.39,0.61,0.28,0.43,0.36,0.25,0.31,0.4
g_0,2.89,2.71,2.58,2.45,2.54,2.44,0.61,0.63,0.56,0.88,0.59,0.52,0.32,0.46,0.51,0.46
e_0,3.43,3.34,2.88,2.38,2.66,2.2,0.78,0.52,0.52,0.6,0.61,0.29,0.38,0.53,0.37,0.27
