,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.92,1.14,0.98,0.81,0.73,0.72,0.87,0.63,0.7,0.63,0.6,0.57,0.59,0.61
f_1,1.24,1.0,0.92,0.94,0.88,0.78,0.63,0.68,0.68,0.55,0.59,0.6,0.52,0.51,0.45,0.54
d_1,1.05,1.12,1.0,0.87,1.01,0.89,0.72,0.57,0.66,0.87,0.62,0.7,0.61,0.58,0.61,0.47
c_1,0.88,1.08,1.14,1.0,1.2,0.89,0.81,0.67,0.51,0.63,0.61,0.52,0.62,0.6,0.54,0.57
b_1,1.01,1.13,0.99,0.84,1.0,1.21,0.76,0.75,0.65,0.76,0.69,0.72,0.68,0.54,0.61,0.6
a_1,1.18,1.29,1.12,1.14,0.84,1.0,0.88,0.8,0.89,0.73,0.78,0.89,0.83,0.92,0.64,0.69
h_1,1.39,1.58,1.41,1.23,1.3,1.14,1.0,1.13,0.87,0.84,0.86,0.84,0.79,0.77,0.82,0.83
g_1,1.41,1.45,1.73,1.55,1.32,1.17,0.9,1.0,0.9,0.95,1.1,0.9,0.78,0.89,0.91,0.81
d_0,1.2,1.49,1.55,2.0,1.48,1.15,1.11,1.18,1.0,0.8,0.94,0.96,0.91,0.87,0.94,0.98
c_0,1.65,1.76,1.17,1.6,1.29,1.39,1.17,1.05,1.24,1.0,1.01,1.41,0.94,1.05,1.03,0.92
f_0,1.41,1.67,1.61,1.59,1.38,1.22,1.08,0.95,1.05,0.97,1.0,1.04,0.93,0.87,1.3,0.73
b_0,1.64,1.68,1.44,1.82,1.38,1.11,1.1,1.11,1.07,0.71,1.07,1.0,0.96,1.31,0.95,0.99
h_0,1.69,1.94,1.62,1.64,1.52,1.25,1.25,1.24,1.04,1.02,1.03,0.98,1.0,0.83,0.94,1.04
a_0,1.84,1.87,1.65,1.66,1.77,1.25,1.31,1.12,1.14,0.96,1.21,0.84,1.15,1.0,0.99,1.12
e_0,1.7,2.07,1.73,1.8,1.62,1.5,1.21,1.13,1.02,1.03,0.82,1.05,1.0,0.95,1.0,0.96
g_0,1.69,1.79,2.04,1.77,1.64,1.5,1.22,1.21,1.06,1.1,1.33,1.01,0.96,0.88,1.1,0.99
