,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.89,1.06,0.91,0.7,0.51,0.48,0.59,0.38,0.44,0.39,0.38,0.35,0.35,0.31
f_1,1.25,1.0,0.92,0.89,0.82,0.6,0.44,0.44,0.42,0.36,0.36,0.36,0.29,0.28,0.25,0.36
d_1,1.12,1.11,1.0,0.89,0.91,0.71,0.48,0.38,0.44,0.59,0.41,0.42,0.35,0.33,0.33,0.25
c_1,0.97,1.14,1.11,1.0,1.3,0.7,0.55,0.53,0.34,0.4,0.38,0.35,0.38,0.36,0.37,0.33
b_1,1.1,1.2,1.08,0.78,1.0,1.1,0.65,0.57,0.46,0.56,0.51,0.46,0.41,0.41,0.38,0.4
a_1,1.4,1.67,1.39,1.41,0.9,1.0,0.79,0.57,0.61,0.59,0.55,0.64,0.49,0.45,0.44,0.5
h_1,1.96,2.25,2.06,1.83,1.56,1.2,1.0,1.07,0.79,0.81,0.8,0.78,0.69,0.67,0.61,0.7
g_1,2.16,2.3,2.53,1.98,1.71,1.68,0.94,1.0,0.92,0.89,1.08,0.79,0.7,0.79,0.84,0.66
d_0,1.69,2.4,2.27,2.94,2.13,1.59,1.25,1.07,1.0,0.87,0.92,0.89,0.84,0.81,0.8,0.82
c_0,2.59,2.76,1.75,2.31,1.85,1.62,1.19,1.07,1.15,1.0,0.98,1.38,0.93,0.95,0.81,0.79
f_0,2.16,2.89,2.44,2.62,2.11,1.8,1.24,0.96,1.07,1.0,1.0,0.99,0.93,0.87,1.21,0.74
b_0,2.65,2.72,2.4,2.66,2.4,1.49,1.29,1.19,1.05,0.72,1.01,1.0,1.0,1.28,0.91,0.81
h_0,2.76,3.4,2.93,2.69,2.36,2.05,1.42,1.45,1.21,1.1,1.1,1.0,1.0,0.88,0.96,0.99
a_0,2.82,3.56,2.82,2.58,2.62,2.11,1.51,1.23,1.16,1.05,1.12,0.81,1.12,1.0,0.98,0.92
e_0,2.87,3.87,3.05,2.7,2.65,2.02,1.54,1.26,1.34,1.3,0.82,1.12,1.07,1.07,1.0,1.03
g_0,3.06,2.89,3.92,3.1,2.57,1.99,1.42,1.56,1.25,1.29,1.43,1.29,0.98,1.1,0.96,1.0
