,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.06,1.38,1.94,2.47,2.15,1.87,0.94,0.84,0.8,0.54,0.74,0.66,0.51,0.53,0.87,0.56
f_1,2.14,1.06,1.93,2.16,2.06,1.7,0.6,0.82,0.56,0.55,0.75,0.58,0.37,0.55,0.43,0.45
d_1,2.93,2.35,1.06,2.03,2.0,1.76,0.81,0.62,0.89,0.69,0.6,0.63,0.49,0.64,0.46,0.31
c_1,1.85,2.27,2.51,1.06,2.97,2.01,0.87,0.71,0.44,0.81,0.59,0.54,0.53,0.61,0.58,0.51
b_1,2.22,3.03,2.32,1.41,1.06,2.55,0.87,0.78,0.79,0.83,0.61,0.88,0.55,0.53,0.67,0.54
a_1,3.4,3.58,3.17,3.42,1.83,1.07,1.28,1.33,0.99,0.93,0.87,1.29,0.77,1.58,0.86,0.65
h_1,4.85,6.31,5.54,5.22,5.35,4.2,1.33,2.05,1.77,1.46,1.39,1.82,1.54,1.29,1.22,1.41
g_1,6.05,6.58,6.55,7.16,5.97,5.09,1.99,1.32,1.78,1.86,1.89,1.72,1.05,1.4,1.46,1.51
d_0,4.23,7.3,10.49,8.14,6.23,5.68,2.73,2.71,1.5,1.74,2.13,1.71,1.45,1.85,1.85,1.76
c_0,8.01,7.55,4.57,9.8,7.0,5.96,3.0,2.51,2.81,1.57,2.56,2.3,1.81,2.0,1.66,1.64
f_0,6.98,11.98,7.59,8.23,6.95,6.65,3.3,1.97,2.44,1.91,1.48,2.16,1.74,1.66,2.73,1.2
b_0,7.56,8.29,6.43,9.93,10.04,5.58,2.61,3.31,2.59,1.33,2.53,1.49,1.77,2.55,2.02,1.58
h_0,8.72,9.72,8.32,9.15,8.72,6.69,4.46,3.85,2.9,2.55,2.43,2.45,2.65,2.57,1.93,2.13
a_0,10.0,10.69,8.51,10.52,12.03,11.2,4.18,4.0,2.89,2.35,2.87,1.58,1.97,1.57,2.6,2.61
e_0,15.05,12.54,11.02,11.28,8.61,7.59,3.94,3.79,3.4,3.33,1.79,2.96,2.76,2.43,1.61,1.79
g_0,10.93,13.0,13.34,10.23,9.76,9.86,3.01,5.11,3.32,3.17,3.06,3.21,1.96,2.18,2.86,2.68
