,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.21,1.73,1.98,2.11,1.73,0.57,0.61,0.55,0.83,0.52,0.73,0.38,0.52,0.46,0.49
e_1,1.39,1.06,2.2,2.17,2.25,2.05,0.83,0.73,0.58,0.76,0.54,0.68,0.44,0.59,0.83,0.45
d_1,2.35,2.38,1.06,2.43,2.12,1.74,0.72,0.91,0.77,0.51,0.67,0.56,0.47,0.5,0.51,0.33
c_1,2.21,2.0,2.33,1.06,2.63,2.08,0.87,0.42,0.94,0.73,0.56,0.58,0.52,0.49,0.53,0.51
b_1,2.62,2.38,2.39,1.48,1.06,2.36,1.04,0.76,0.83,0.95,1.16,0.63,0.59,0.61,0.53,0.51
a_1,3.56,3.29,3.29,3.36,1.7,1.07,1.65,1.24,0.95,1.29,1.14,1.04,0.76,1.44,0.97,0.78
h_1,7.41,5.38,6.36,5.52,4.89,3.84,1.32,1.6,1.73,2.21,1.81,1.52,1.59,1.44,1.42,1.29
d_0,6.09,4.22,9.37,8.46,6.46,4.6,2.41,1.49,1.77,2.1,1.98,1.83,1.5,1.55,1.83,1.47
c_0,6.95,7.85,3.81,8.11,6.66,5.28,2.52,3.48,1.49,2.43,2.45,1.67,1.42,1.75,1.61,1.45
g_1,7.98,7.24,8.62,7.19,6.49,5.4,2.05,2.33,2.14,1.35,2.11,2.21,1.39,1.64,2.03,1.58
b_0,8.88,7.96,6.31,10.55,8.98,5.79,2.52,2.47,1.37,2.67,1.48,1.96,1.69,1.87,1.92,1.8
f_0,14.95,7.81,7.6,9.35,7.85,6.08,3.16,2.78,2.69,2.01,2.16,1.49,1.88,1.7,2.63,1.17
h_0,10.2,9.47,8.5,10.21,8.33,7.05,4.52,2.97,2.74,2.99,2.87,2.49,2.86,2.27,2.06,2.28
a_0,10.81,9.27,10.21,11.04,12.69,10.95,3.95,3.34,3.26,3.42,1.87,2.89,2.61,1.63,3.02,2.28
e_0,17.42,12.64,9.99,10.12,12.96,7.7,3.72,3.37,2.86,2.89,2.77,1.6,2.78,2.54,1.55,2.07
g_0,12.0,11.09,11.73,11.76,11.85,7.36,3.21,3.51,3.15,4.74,3.05,3.27,1.97,2.61,3.17,2.77
