,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.17,0.41,0.82,0.93,0.84,0.82,0.27,0.25,0.2,0.13,0.21,0.19,0.12,0.16,0.51,0.16
f_1,0.63,0.17,0.71,0.83,0.88,0.74,0.16,0.26,0.14,0.13,0.32,0.15,0.08,0.16,0.13,0.12
d_1,1.18,0.78,0.15,0.72,0.68,0.64,0.21,0.15,0.38,0.13,0.15,0.14,0.11,0.18,0.12,0.06
c_1,0.6,0.78,0.85,0.15,0.97,0.84,0.22,0.19,0.09,0.33,0.13,0.13,0.12,0.17,0.16,0.11
b_1,0.73,1.18,0.76,0.43,0.14,0.86,0.21,0.19,0.19,0.22,0.12,0.36,0.12,0.14,0.18,0.13
a_1,0.91,0.88,0.76,0.99,0.4,0.1,0.24,0.26,0.18,0.16,0.17,0.25,0.12,0.59,0.16,0.12
h_1,0.52,0.7,0.65,0.61,0.68,0.54,0.06,0.16,0.14,0.12,0.11,0.15,0.18,0.13,0.1,0.11
g_1,0.59,0.74,0.57,0.75,0.59,0.56,0.14,0.05,0.12,0.14,0.12,0.14,0.06,0.11,0.11,0.14
d_0,0.32,0.71,1.46,0.65,0.59,0.63,0.19,0.23,0.06,0.12,0.14,0.12,0.08,0.15,0.15,0.12
c_0,0.64,0.62,0.31,1.43,0.65,0.6,0.22,0.18,0.17,0.06,0.19,0.11,0.1,0.13,0.11,0.1
f_0,0.58,1.7,0.56,0.62,0.51,0.57,0.22,0.11,0.14,0.11,0.05,0.13,0.08,0.1,0.15,0.05
b_0,0.57,0.63,0.47,0.79,1.17,0.55,0.16,0.21,0.14,0.06,0.17,0.05,0.08,0.14,0.13,0.09
h_0,0.59,0.58,0.52,0.6,0.59,0.51,0.32,0.2,0.13,0.12,0.12,0.11,0.18,0.12,0.1,0.09
a_0,0.59,0.68,0.51,0.64,0.74,1.69,0.19,0.18,0.14,0.1,0.12,0.06,0.07,0.04,0.12,0.11
e_0,1.21,0.75,0.58,0.65,0.51,0.45,0.14,0.18,0.15,0.14,0.07,0.13,0.1,0.1,0.04,0.06
g_0,0.67,0.77,0.64,0.52,0.54,0.6,0.12,0.37,0.14,0.13,0.1,0.13,0.07,0.08,0.12,0.13
