,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,0.8,0.86,0.85,0.84,0.8,0.19,0.18,0.26,0.17,0.18,0.22,0.09,0.17,0.19,0.14
e_1,0.61,0.42,0.97,0.94,1.06,0.99,0.26,0.22,0.29,0.2,0.19,0.24,0.12,0.19,0.26,0.15
c_1,0.99,0.77,0.41,1.09,0.92,0.91,0.28,0.12,0.25,0.25,0.19,0.18,0.15,0.19,0.16,0.14
d_1,1.13,1.07,1.01,0.4,0.92,0.82,0.25,0.27,0.18,0.19,0.2,0.2,0.12,0.2,0.16,0.09
b_1,1.16,1.11,0.63,1.14,0.38,1.06,0.32,0.21,0.28,0.27,0.31,0.2,0.17,0.2,0.18,0.14
a_1,1.67,1.31,1.23,1.22,0.66,0.32,0.38,0.28,0.38,0.32,0.37,0.27,0.2,0.35,0.23,0.19
h_1,1.64,1.68,1.85,1.66,1.63,1.46,0.3,0.41,0.45,0.34,0.34,0.32,0.3,0.34,0.34,0.25
d_0,1.79,1.25,2.29,2.44,2.14,2.04,0.59,0.31,0.69,0.41,0.4,0.39,0.32,0.41,0.47,0.3
g_1,2.29,1.9,2.11,1.94,1.92,1.68,0.49,0.42,0.27,0.42,0.41,0.36,0.22,0.42,0.31,0.37
c_0,2.08,2.05,3.13,1.21,2.19,2.05,0.55,0.58,0.51,0.3,0.44,0.46,0.36,0.41,0.38,0.29
b_0,2.08,2.03,2.72,1.66,2.76,1.96,0.56,0.45,0.56,0.24,0.28,0.42,0.32,0.49,0.4,0.29
f_0,2.8,2.09,2.3,2.4,1.99,2.1,0.66,0.48,0.41,0.48,0.41,0.28,0.33,0.49,0.47,0.21
h_0,2.73,2.38,2.29,2.27,2.21,2.39,0.83,0.48,0.63,0.47,0.48,0.41,0.49,0.45,0.41,0.33
a_0,2.4,2.46,2.74,2.38,2.8,2.81,0.64,0.48,0.6,0.38,0.28,0.42,0.38,0.26,0.42,0.37
e_0,2.94,2.91,3.34,2.64,2.61,2.1,0.64,0.49,0.62,0.5,0.48,0.27,0.37,0.54,0.28,0.27
g_0,2.6,2.8,2.79,2.64,2.66,2.39,0.6,0.62,0.89,0.6,0.62,0.57,0.34,0.56,0.52,0.47
